step,cpu,ram,cos(theta),sin(theta),theta_dot,reward
60,9.1,143.390625,0.999501,0.031586703,0.25788304,-0.012072273320274989
61,18.3,143.421875,0.9989067,0.046748843,0.30347857,-0.007669744641399528
62,10.7,143.421875,0.9988035,0.048903547,0.04314345,-0.015275159922916651
63,7.6,143.46875,0.99888587,0.04719159,-0.034278702,-0.0031582133966246836
64,9.7,143.484375,0.9993659,0.03560601,-0.23191167,-0.004759601266700605
65,16.6,143.484375,0.99957955,0.028994832,-0.1322929,-0.006882915541577476
66,18.5,143.484375,0.9998768,0.01569581,-0.26604885,-0.0036657832711803626
67,11.2,143.5,0.99991155,0.013299991,-0.047921408,-0.009217138001915431
68,0.0,143.515625,0.99991417,0.01310343,-0.003931569,-0.000457968995364559
69,11.5,143.515625,0.9999329,0.011586509,-0.030340746,-0.00023161553703013332
70,5.4,143.53125,0.99999374,0.00353289,-0.16107742,-0.0010902987892626949
71,7.7,143.515625,0.999947,-0.010296809,-0.27659777,-0.003227703794196497
72,7.8,143.515625,0.9998733,-0.015918592,-0.11244549,-0.009069592428446908
73,7.5,143.578125,0.9999294,-0.011881319,0.08075334,-0.0033881110141848582
74,7.3,143.703125,0.99999994,0.00028434928,0.24331895,-0.002100136911697904
75,7.5,143.703125,0.99993175,0.011682779,0.2279739,-0.005931250097466283
76,6.7,143.71875,0.9997859,0.020692207,0.18021281,-0.005475697342694256
77,6.7,143.734375,0.99981636,0.019164963,-0.030550959,-0.005951625546758161
78,8.8,143.75,0.99999344,0.0036243321,-0.31083593,-0.004319509799568753
79,7.0,143.75,0.9999966,-0.0026021772,-0.124530405,-0.011173001047229522
80,0.0,143.765625,0.9999144,-0.013084735,-0.20965856,-0.001865035056359618
81,7.3,143.765625,0.9996835,-0.025156993,-0.2414908,-0.004588438820777218
82,6.7,143.8125,0.9995573,-0.029751156,-0.091917954,-0.007725776110453275
83,6.5,143.828125,0.99971396,-0.023916585,0.11673359,-0.004101163137475532
84,5.1,143.828125,0.9998562,-0.016958518,0.13919072,-0.002007306154656482
85,7.6,143.828125,0.99977523,-0.02119978,-0.08484075,-0.004209602525673456
86,6.6,143.84375,0.99991286,-0.013202364,0.15997241,-0.00419023868602625
87,6.3,143.84375,0.999997,0.0024479963,0.31301492,-0.0039134671232467205
88,6.7,143.859375,0.9999824,0.0059315646,0.06967201,-0.01247550174223781
89,7.0,143.875,0.9998801,0.015487722,0.19113484,-0.0011291500315545335
90,8.0,143.90625,0.9997863,0.0206704,0.103670605,-0.004329446076751797
91,6.8,143.90625,0.99991834,0.012781398,-0.15780249,-0.004911670045536155
92,6.5,143.90625,0.99999875,-0.0015825572,-0.2872861,-0.0035131076830092174
93,6.3,143.90625,0.99999416,-0.0034204293,-0.036757562,-0.011071863844445666
94,6.7,143.90625,0.99999154,-0.004119218,-0.013975867,-0.00017536550710739012
95,11.6,143.90625,0.9999966,-0.002597616,0.030432208,-0.00013676770355588988
96,7.5,143.984375,0.99995464,-0.009525141,-0.1385533,-0.0013394244517447357
97,7.4,143.984375,0.99970484,-0.024293585,-0.2954138,-0.0030066582870426233
98,0.0,143.984375,0.99947214,-0.032486856,-0.16393197,-0.01031325639181282
99,7.9,144.015625,0.99924165,-0.038937647,-0.12909843,-0.0038988908028172566
100,8.3,144.015625,0.9991771,-0.040560696,-0.032486636,-0.0038870772954687173
101,8.3,144.015625,0.9988538,-0.04786557,-0.14624082,-0.0020602555462184836
102,7.2,144.015625,0.99909496,-0.042534754,0.10672555,-0.008140093487375146
103,6.1,144.015625,0.9995962,-0.028416203,0.2825512,-0.004867126617935242
104,10.6,144.015625,0.999679,-0.025335358,0.061639175,-0.010561887640794352
105,6.5,144.03125,0.9997253,-0.023439698,0.037924495,-0.0010229438493913581
106,7.2,144.046875,0.9994943,-0.031797692,-0.16722412,-0.002256994440326666
107,6.7,144.046875,0.99950194,-0.031557985,0.004796495,-0.005512919020339025
108,7.3,144.046875,0.999778,-0.021071069,0.20981197,-0.0033228203001579473
109,6.6,144.046875,0.9999667,-0.008165491,0.25814092,-0.005028959420246366
110,0.0,144.046875,1.0,9.3212584e-05,0.16517588,-0.007065521363632329
111,7.2,144.046875,0.999999,-0.0014178702,-0.030221665,-0.004426428668384254
112,7.9,144.046875,0.9999723,-0.0074474933,-0.12059383,-0.00044783659670049995
113,7.0,144.0625,0.9998536,-0.017108968,-0.1932448,-0.0017096538427213408
114,8.6,144.0625,0.99989223,-0.014679199,0.048601512,-0.006909807184914208
115,6.2,144.0625,0.9999952,-0.0031139937,0.23131455,-0.002119633218851074
116,7.4,144.0625,0.9999774,0.0067228745,0.19673848,-0.0054065372123587654
117,6.2,144.0625,0.999982,0.005996051,-0.014536772,-0.005995499126157377
118,6.7,144.078125,0.9999842,0.0056230756,-0.0074596275,-5.738069083510274e-05
119,7.3,144.09375,0.9999943,-0.0033779847,-0.18002193,-0.0014261185098800061
120,10.3,144.125,0.9999964,-0.002670699,0.014145779,-0.00497181613757882
121,6.2,144.125,0.999972,0.0074889995,0.20319544,-0.0016494151672552144
122,0.0,144.125,0.99985427,0.017073097,0.19169715,-0.004197943312153707
123,5.9,144.125,0.99940443,0.034508206,0.34882265,-0.00489200800912179
124,6.4,144.125,0.9991716,0.040695705,0.12383774,-0.01615607153456941
125,5.8,144.125,0.9992453,0.03884367,-0.037070062,-0.004819313287038546
126,6.7,144.125,0.9995951,0.028454818,-0.2078957,-0.0034240469351124927
127,6.2,144.140625,0.99992126,0.012550003,-0.31816652,-0.005901810694745776
128,6.4,144.140625,0.99998224,-0.005959663,-0.3702006,-0.010448313165288997
129,7.1,144.140625,0.9998976,-0.014308447,-0.16698474,-0.015657403804715968
130,6.5,144.140625,0.99971706,-0.023785638,-0.1895789,-0.0029993903228418125
131,7.3,144.140625,0.9992454,-0.038840864,-0.30125514,-0.00455122993273175
132,6.4,144.171875,0.9991543,-0.04111673,-0.045553725,-0.014190585504634562
133,6.3,144.171875,0.9989364,-0.04610856,-0.09993173,-0.001923682248511262
134,6.4,144.171875,0.9988556,-0.04782847,-0.03443625,-0.0035712707734239448
135,6.9,144.171875,0.9991558,-0.041080367,0.13509586,-0.004283031360667867
136,5.6,144.171875,0.9995099,-0.031304598,0.19564433,-0.0038845879422751708
137,7.0,144.171875,0.9998515,-0.01723072,0.28156283,-0.005339866245683661
138,6.2,144.171875,0.9998589,-0.016797686,0.008661923,-0.011228622525476852
139,6.9,144.171875,0.9999548,-0.009508589,0.14579487,-0.0012861109756282722
140,6.0,144.1875,0.99995834,0.009131025,0.37279767,-0.004652423359729907
141,6.4,144.1875,0.99970746,0.024186272,0.30114958,-0.014255040378357132
142,5.8,144.203125,0.9994531,0.03306815,0.177711,-0.010545060061057893
143,6.2,144.21875,0.9995557,0.029805837,-0.06527856,-0.007439214457266304
144,0.0,144.21875,0.9997189,0.023708412,-0.12199238,-0.0015926370930692034
145,7.1,144.21875,0.9999902,0.0044198455,-0.38581547,-0.005574898599575559
146,6.3,144.21875,0.9999803,-0.0062789307,-0.21397664,-0.016167128805743707
147,6.3,144.21875,0.99998635,-0.005225863,0.021061702,-0.007172642514568766
148,6.7,144.21875,0.9998807,-0.01544661,-0.20442674,-0.002253573465172931
149,8.0,144.21875,0.999771,-0.021398412,-0.11905642,-0.004835438111186862
150,0.0,144.21875,0.99963707,-0.026940139,-0.11086707,-0.0019015156210070365
151,6.4,144.21875,0.99981767,-0.019095784,0.15692905,-0.005641528882878324
152,6.4,144.234375,0.99990094,-0.014073672,0.10045619,-0.002906330902429779
153,6.7,144.234375,0.9999953,0.0030773312,0.34302944,-0.004054961054541444
154,5.7,144.234375,0.9999686,0.007927368,0.09700231,-0.014517293685364979
155,7.4,144.265625,0.9998465,0.017518317,0.19183524,-0.0013549436029541605
156,5.5,144.28125,0.99970305,0.024367858,0.13702111,-0.00419222527660576
157,6.9,144.28125,0.99929076,0.037655983,0.26589236,-0.003015003197805732
158,6.9,144.296875,0.9991245,0.041835118,0.08364886,-0.01045759053618356
159,8.3,144.328125,0.99940234,0.034567513,-0.14545858,-0.005466547801789288
160,5.8,144.328125,0.9993734,0.035395574,0.016571347,-0.00413451497277865
161,6.0,144.328125,0.9992239,0.03939125,0.07996954,-0.0013411881476160232
162,5.7,144.328125,0.9990502,0.04357429,0.08373287,-0.0022215249538348313
163,7.2,144.34375,0.99921894,0.03951628,-0.081230335,-0.004337179400405444
164,0.0,144.34375,0.9991593,0.04099664,0.029631212,-0.00251540398714247
165,6.2,144.34375,0.9990097,0.044491876,0.06996874,-0.0017735553079693126
166,6.2,144.34375,0.9987786,0.049410265,0.09847646,-0.0024714473466199926
167,6.0,144.34375,0.99868995,0.051170167,0.03524261,-0.0038601647733160546
168,5.9,144.34375,0.9985767,0.053334553,0.043346997,-0.002785610465147417
169,7.5,144.359375,0.99896634,0.04545663,-0.15775152,-0.005618680308499759
170,7.1,144.359375,0.99898046,0.0451451,-0.0062369336,-0.005169081452311779
171,8.7,144.359375,0.9991099,0.042182244,-0.05931374,-0.0023792586313709256
172,6.7,144.359375,0.99917954,0.040500022,-0.033673245,-0.002133808009596097
173,5.7,144.359375,0.9990668,0.043190975,0.053866297,-0.0018997728533616544
174,6.0,144.359375,0.99842435,0.056114,0.2587815,-0.0034796163107547445
175,6.4,144.359375,0.99808675,0.061829444,0.1145083,-0.011392414496959116
176,6.0,144.359375,0.9983082,0.058144525,-0.07383138,-0.007587403807733276
177,7.0,144.359375,0.99839073,0.056709226,-0.028753454,-0.003929805782593368
178,9.0,144.359375,0.9990381,0.0438503,-0.25750598,-0.0065729657770719225
179,8.4,144.359375,0.99918526,0.040358897,-0.06989006,-0.009619051958508762
180,5.8,144.359375,0.9989458,0.045905378,0.111033075,-0.0031269263115137687
181,5.8,144.359375,0.9982919,0.058423586,0.25070715,-0.003833909806003706
182,6.7,144.359375,0.99825925,0.058978442,0.011116262,-0.013272410927157401
183,6.0,144.359375,0.9973711,0.07246298,0.2702773,-0.00554790771777952
184,6.5,144.359375,0.9968697,0.079062514,0.13237126,-0.014207807295414208
185,5.9,144.359375,0.99692476,0.07836479,-0.013997901,-0.009896098614993807
186,0.0,144.359375,0.9972192,0.07452425,-0.077036224,-0.006832719624012977
187,6.5,144.359375,0.99815416,0.06073105,-0.27649933,-0.009055716208333519
188,0.0,144.359375,0.9987767,0.04944883,-0.22598878,-0.01133908578397852
189,6.8,144.359375,0.9993253,0.0367292,-0.25463077,-0.007746286176370832
190,7.2,144.359375,0.99970245,0.024392406,-0.24685277,-0.007850693852785215
191,6.5,144.359375,0.99979866,0.020066906,-0.08653146,-0.007585255511881859
192,0.0,144.359375,0.9999736,0.007264165,-0.25608048,-0.002666031328078799
193,6.9,144.359375,0.99999946,-0.0010179162,-0.1656429,-0.006931521258858957
194,6.2,144.359375,0.99986124,-0.016656764,-0.31279233,-0.003697187211376002
195,5.9,144.359375,0.999797,-0.02015021,-0.06988082,-0.01296054475419618
196,7.2,144.359375,0.9997973,-0.020133652,0.00033123908,-0.0012179880554323093
197,6.7,144.359375,0.999731,-0.023192547,-0.06119228,-0.0005012128493721584
198,7.1,144.359375,0.99965626,-0.026217213,-0.06051182,-0.0009269602496587438
199,6.2,144.359375,0.9994202,-0.034047123,-0.15666975,-0.00131373402533124
200,9.7,144.359375,0.9995283,-0.030712508,0.066727355,-0.006368301381528748
201,6.1,144.359375,0.9995848,-0.02881301,0.038006764,-0.0013902458542616608
202,6.5,144.359375,0.9995913,-0.02858707,0.004520686,-0.0009811396151235743
203,6.0,144.359375,0.9994545,-0.033025287,-0.08880654,-0.0010491637971929897
204,6.7,144.359375,0.9996758,-0.025461223,0.15134636,-0.004998997006435457
205,5.3,144.375,0.9997617,-0.021829627,0.07265225,-0.0030968500219630693
206,6.7,144.375,0.99969506,-0.024692995,-0.057282872,-0.001577622608050405
207,8.4,144.375,0.999846,-0.017551614,0.14285979,-0.003063033933797657
208,7.4,144.375,0.9999614,-0.008788513,0.17527778,-0.002441324542559312
209,6.3,144.375,0.99996483,-0.008389158,0.007987391,-0.004297211141656121
210,7.2,144.375,0.99988574,-0.015116961,-0.13456559,-0.0009019635672135978
211,6.2,144.375,0.99994385,-0.010597127,0.090404235,-0.004521163547396042
212,6.5,144.375,0.9999328,-0.011590032,-0.019859336,-0.0013948628329762628
213,6.2,144.375,0.9998566,-0.016933396,-0.106878266,-0.0004464419868523122
214,6.5,144.4375,0.99988586,-0.015109913,0.03647433,-0.0025113936468200604
215,6.0,144.46875,0.99984235,-0.017757352,-0.05295595,-0.0006324433281447322
216,6.9,144.46875,0.9998457,-0.01756879,0.0037718497,-0.0008138529760597188
217,6.1,144.46875,0.9997227,-0.023548607,-0.119621806,-0.0008500191052304882
218,11.0,144.453125,0.9996053,-0.028092738,-0.09091302,-0.0020811415369986434
219,6.2,144.453125,0.9996293,-0.027226025,0.017340885,-0.0023592410036629365
220,17.6,144.453125,0.99991864,-0.012754488,0.28949115,-0.004575824859690359
221,6.2,144.453125,0.999975,0.0070696687,0.39649123,-0.00914709236061968
222,7.4,144.46875,0.99977326,0.021292714,0.28449193,-0.016382050245528385
223,6.5,144.46875,0.9995283,0.030710887,0.18842785,-0.009104859792377042
224,6.5,144.46875,0.99962026,0.02755629,-0.063118726,-0.007844806507323623
225,6.0,144.46875,0.9995779,0.029052498,0.029936127,-0.001390826405663296
226,6.4,144.46875,0.9995506,0.029977592,0.018509936,-0.000982936770400399
227,6.7,144.46875,0.9995792,0.02900861,-0.019388063,-0.001095226566969522
228,6.0,144.46875,0.9996944,0.02472148,-0.08577359,-0.0012246146051371365
229,6.5,144.46875,0.999741,0.022757245,-0.039295804,-0.0013816740735404886
230,6.5,144.484375,0.9997679,0.021544749,-0.02425587,-0.0006725804733446475
231,6.5,144.484375,0.99968934,0.024925137,0.06762603,-0.0007779283138766762
232,6.5,144.484375,0.99935627,0.035876192,0.21912348,-0.0018625768230102766
233,6.4,144.484375,0.99907076,0.043099552,0.14458026,-0.006546594253736087
234,5.5,144.484375,0.9988259,0.048444066,0.107002586,-0.0041662383867967796
235,6.9,144.484375,0.9991418,0.041419957,-0.14062454,-0.007077327030433532
236,6.2,144.484375,0.99898714,0.04499723,0.07161242,-0.005152933662316746
237,11.2,144.484375,0.9981244,0.061218094,0.3248793,-0.00468066706167458
238,6.7,144.5,0.99774647,0.06709689,0.11781881,-0.017151263199069643
239,6.5,144.5,0.9978447,0.06562028,-0.029597357,-0.0076346982653464745
240,6.0,144.5,0.9984758,0.055191092,-0.20896636,-0.006722071930790918
241,6.2,144.515625,0.9984657,0.055373166,0.0036470545,-0.008718796214960954
242,7.3,144.515625,0.99816525,0.060548436,0.10367984,-0.0032227716451813768
243,6.7,144.515625,0.99830484,0.05820169,-0.047017917,-0.006454831838729545
244,6.1,144.515625,0.9984586,0.055500675,-0.05410779,-0.0037267663185997528
245,14.2,144.515625,0.9985903,0.05307906,-0.04850383,-0.003433927245723671
246,39.3,98.109375,0.9987431,0.05012158,-0.059228532,-0.003168795886233343
247,51.0,96.171875,0.99847144,0.055270083,0.10311345,-0.0035567595144459633
248,37.3,96.21875,0.9984843,0.055036977,-0.0046692733,-0.005110965970563253
249,47.1,95.171875,0.99779826,0.06632183,0.2261149,-0.0046304318410878295
250,49.8,94.640625,0.99766576,0.06828602,0.039373085,-0.01200336784789009
251,50.0,92.796875,0.9972839,0.07365374,0.10762606,-0.004838172612419837
252,0.0,92.484375,0.99750495,0.07059652,-0.06130415,-0.008826490145264182
253,49.2,91.8125,0.998376,0.056967568,-0.27313736,-0.008483935818017471
254,49.4,91.78125,0.9989616,0.045558877,-0.2284755,-0.010709389301598812
255,49.4,88.65625,0.9993982,0.03468878,-0.21757822,-0.007321224219314853
256,49.9,88.671875,0.9997024,0.024396222,-0.20594193,-0.005947013364508097
257,50.2,88.703125,0.9995859,0.028774694,0.087600455,-0.00820360934043245
258,49.4,88.78125,0.99954146,0.030279005,0.030099368,-0.0018735502541635575
259,46.0,88.78125,0.99948716,0.03202196,0.034876015,-0.0010219880852137733
260,38.3,88.78125,0.9995103,0.031291083,-0.0146248955,-0.0013876038452646582
261,44.5,88.78125,0.99903435,0.043936074,0.2530806,-0.0036520317724336804
262,30.6,88.796875,0.99877,0.04958329,0.11306815,-0.009666233817063654
263,24.9,88.84375,0.9980121,0.06302265,0.2692164,-0.004367923389505042
264,24.9,88.84375,0.9973382,0.07291486,0.19830355,-0.01184560222172027
265,25.2,88.875,0.99726766,0.07387301,0.019214856,-0.011687374877026504
266,26.9,88.890625,0.99671614,0.0809748,0.1424637,-0.005708668865642021
267,36.5,88.90625,0.9970397,0.07688867,-0.08197838,-0.012215278609719446
268,26.0,88.921875,0.99708825,0.0762565,-0.012680674,-0.006601613039657326
269,18.0,88.9375,0.99649733,0.08362484,0.14784034,-0.006316965214532585
270,14.7,88.9375,0.9960267,0.08905504,0.10901112,-0.00965346256397838
271,14.4,88.9375,0.9965241,0.0833048,-0.115434356,-0.012909923931924033
272,11.9,88.953125,0.9974935,0.07075822,-0.25168115,-0.010043501963943609
273,13.7,89.078125,0.9988457,0.04803408,-0.45529655,-0.014277741978019842
274,0.0,89.09375,0.9993014,0.037373196,-0.21341339,-0.024921982574761102
275,11.8,89.09375,0.9993575,0.03584033,-0.030677889,-0.00701565907423432
276,0.0,89.09375,0.9996309,0.027166754,-0.1735582,-0.0026600217974625325
277,14.8,89.09375,0.9996864,0.025042055,-0.042508475,-0.004294854053940071
278,14.0,89.09375,0.9998007,0.019964265,-0.10158164,-0.0010773262938470422
279,15.7,89.09375,0.9998491,0.01737139,-0.051866543,-0.0014841522949853145
280,16.0,89.09375,0.99980676,0.019657983,0.045739703,-0.0008887377321370499
281,14.0,89.09375,0.9996513,0.026405394,0.1349843,-0.0008423832351415039
282,15.1,89.109375,0.9991616,0.04094006,0.2908609,-0.0033424046749646105
283,16.8,89.140625,0.9983891,0.05673712,0.31632197,-0.010138253652390912
284,16.9,89.140625,0.99819374,0.060076624,0.06690427,-0.01701726775998388
285,15.2,89.15625,0.9970499,0.076756015,0.3343753,-0.006259737874645748
286,12.5,89.15625,0.99655783,0.08290045,0.12328224,-0.02029169794324598
287,16.1,89.234375,0.99674594,0.080607474,-0.046013575,-0.010789421105551459
288,16.3,89.234375,0.9976611,0.0683541,-0.24575159,-0.00973233190107329
289,14.0,89.234375,0.99828875,0.058476888,-0.19794346,-0.01071949355682309
290,18.0,89.25,0.9988702,0.0475218,-0.21941122,-0.007531275273171439
291,17.6,89.265625,0.9989626,0.045537993,-0.039719157,-0.007996401418922402
292,0.0,89.265625,0.9987452,0.05008042,0.09095259,-0.00264693941048063
293,7.7,89.28125,0.998869,0.04754689,-0.05073111,-0.0047653150582941586
294,7.0,89.28125,0.9994255,0.03389205,-0.2733256,-0.005484019310705997
295,6.5,89.28125,0.9997917,0.020411167,-0.26971915,-0.008640944673134178
296,11.5,89.28125,0.99983746,0.018028066,-0.047670834,-0.009591134204231725
297,7.2,89.3125,0.9998586,0.016814638,-0.024272246,-0.0005566334816748286
298,6.1,89.3125,0.9999848,0.0055105127,-0.22609779,-0.0023853629301202623
299,5.5,89.328125,0.99987644,-0.015719382,-0.4246114,-0.0069675249365931235
300,6.5,89.328125,0.99963635,-0.02696678,-0.22500044,-0.020262831654620728
301,5.9,89.328125,0.9996542,-0.026297018,0.01340001,-0.008762666134476342
302,6.2,89.328125,0.99980843,-0.019573133,0.13451332,-0.001591195291131662
303,6.2,89.328125,0.9999817,-0.006046548,0.27055597,-0.0032021965329332254
304,6.2,89.34375,0.9999932,0.003679816,0.19452819,-0.007583781087855474
305,6.7,89.34375,0.9999996,0.0008805539,-0.055985402,-0.006648659978575396
306,7.2,89.34375,0.9999899,0.00448396,0.07206842,-0.001035504436689463
307,6.9,89.34375,0.9999835,0.0057466025,0.025253182,-0.0006513963822136846
308,7.3,89.34375,0.9999449,0.010494566,0.09496247,-0.00028688827158428204
309,7.6,89.359375,0.99994856,0.0101453,-0.0069856835,-0.0015479372540568833
310,0.0,89.390625,0.9999984,0.0017873545,-0.16716236,-0.001359011792184345
311,6.4,89.421875,0.9999996,0.0008848135,-0.018050836,-0.003768021262988693
312,0.0,96.671875,0.9999554,0.009442773,0.17116198,-0.0016134019022312806
313,7.0,96.671875,0.9997315,0.023171421,0.27461165,-0.003431553749329966
314,8.2,96.671875,0.9997248,0.023458954,0.005752216,-0.011719597246974885
315,6.2,96.671875,0.9998394,0.017918704,-0.110828854,-0.0013538659800818214
316,7.0,96.6875,0.9999804,0.00626117,-0.23316905,-0.002368795437240821
317,6.9,96.6875,0.99998367,-0.0057184785,-0.23959441,-0.0054814800177227134
318,6.5,96.6875,0.99992025,-0.0126306,-0.1382485,-0.006269191783385775
319,5.7,96.6875,0.99998426,-0.0056107873,0.14040236,-0.005760376020928004
320,6.4,96.703125,0.99999577,0.0029184625,0.17058566,-0.002055331152065667
321,7.1,96.703125,0.99999905,0.0013713073,-0.030943178,-0.004762948744957647
322,0.0,96.71875,0.99996734,-0.008080761,-0.18904313,-0.0012230444330687366
323,6.4,96.71875,0.999924,-0.012327755,-0.084944375,-0.004178367381910977
324,0.0,96.71875,0.9999883,-0.0048328065,0.14990485,-0.0035216420812718575
325,6.8,96.71875,0.9999937,-0.0035501923,0.025652505,-0.0029172159102411866
326,7.5,96.71875,0.9999924,0.0039056377,0.14911695,-0.0007854331290248375
327,7.4,96.71875,0.9999985,-0.0017221181,-0.11255533,-0.005350572085745244
328,7.8,96.71875,0.99999994,-0.00036909233,0.027060533,-0.0021522764641310655
329,5.4,96.71875,0.9999554,-0.0094413385,-0.18144773,-0.0020004893162710617
330,5.3,96.71875,0.9998657,-0.016388599,-0.13895707,-0.0034906846657629673
331,6.7,96.71875,0.99985605,-0.016967917,-0.011587969,-0.003066408883038957
332,6.2,96.765625,0.99978745,-0.020616245,-0.072979495,-0.00040662545256480565
333,6.8,96.765625,0.99970603,-0.024246294,-0.07261929,-0.0009688170201993814
334,8.2,96.765625,0.99923134,-0.039201364,-0.29925483,-0.0030465428615970838
335,7.0,96.765625,0.9987043,-0.050889444,-0.23400049,-0.01089108670091281
336,6.5,96.765625,0.9987201,-0.05057774,0.0062421467,-0.011512573734117022
337,6.3,96.765625,0.99833053,-0.05775964,-0.14384952,-0.003123277280362722
338,5.9,96.765625,0.9979268,-0.06435939,-0.13224196,-0.005543250169902142
339,8.7,96.765625,0.997934,-0.06424794,0.0022335402,-0.007380912297208174
340,0.0,96.765625,0.9984688,-0.055317312,0.17893328,-0.006381703824462277
341,7.2,96.765625,0.99830574,-0.05818676,-0.057481576,-0.00795357600845841
342,6.2,96.765625,0.9980506,-0.06241004,-0.08461972,-0.003732042488783191
343,7.1,96.765625,0.99842066,-0.056179754,0.12482556,-0.007534597456787473
344,7.3,96.765625,0.99863666,-0.05219941,0.079724126,-0.004718024015403384
345,6.2,96.765625,0.99894804,-0.045856785,0.12700543,-0.003694863322746958
