step,cpu,ram,state_cart_pos,state_cart_vel,state_pole_angle,state_pole_vel,reward
94,6.9,563.125,-0.7296627,-0.5320121,0.07125823,0.3617191,1.0
95,7.7,563.125,-0.740303,-0.33797157,0.07849261,0.092329085,1.0
96,6.9,563.125,-0.74706244,-0.14405727,0.08033919,-0.17459361,1.0
97,7.0,563.125,-0.74994355,0.049828466,0.07684732,-0.44088984,1.0
98,0.0,563.125,-0.74894696,-0.14629212,0.06802952,-0.1250063,1.0
99,6.9,563.125,-0.75187284,-0.3423194,0.0655294,0.18833971,1.0
100,11.1,563.125,-0.7587192,-0.14819318,0.069296196,-0.08297278,1.0
101,6.4,563.125,-0.7616831,0.04587053,0.067636736,-0.35301292,1.0
102,8.6,563.125,-0.7607657,-0.15014474,0.06057648,-0.03979225,1.0
103,9.7,563.125,-0.76376855,0.04405859,0.059780635,-0.31276435,1.0
104,9.6,563.125,-0.7628874,0.23828022,0.053525347,-0.58601135,1.0
105,9.1,563.125,-0.7581218,0.43261322,0.041805122,-0.8613644,1.0
106,8.1,563.125,-0.7494695,0.23694769,0.024577832,-0.5558354,1.0
107,8.4,563.125,-0.7447306,0.43171608,0.013461123,-0.84067464,1.0
108,0.0,563.125,-0.73609626,0.23641299,-0.00335237,-0.5437891,1.0
109,7.8,563.140625,-0.731368,0.041338306,-0.014228152,-0.2521643,1.0
110,7.8,563.140625,-0.7305412,0.23666051,-0.019271437,-0.5493009,1.0
111,8.2,563.140625,-0.725808,0.43204778,-0.030257456,-0.84799284,1.0
112,0.0,563.140625,-0.7171671,0.23735133,-0.047217313,-0.56497616,1.0
113,8.2,563.125,-0.71242005,0.43310282,-0.058516834,-0.87215286,1.0
114,7.7,563.125,-0.703758,0.2388234,-0.07595989,-0.59842664,1.0
115,6.9,563.125,-0.6989815,0.044841863,-0.08792843,-0.33060414,1.0
116,7.3,563.125,-0.69808465,0.24109824,-0.09454051,-0.6496691,1.0
117,6.7,563.125,-0.6932627,0.047411498,-0.107533894,-0.3881899,1.0
118,6.6,563.125,-0.6923145,-0.14603285,-0.11529769,-0.13125351,1.0
119,6.6,563.125,-0.69523513,0.05053573,-0.11792276,-0.4579712,1.0
120,6.2,563.125,-0.6942244,-0.142739,-0.12708218,-0.20466149,1.0
121,6.9,563.125,-0.6970792,0.05394958,-0.13117541,-0.5345769,1.0
122,6.0,563.140625,-0.6960002,0.25064856,-0.14186695,-0.86554563,1.0
123,9.5,563.140625,-0.6909872,0.057712894,-0.15917787,-0.62061864,1.0
124,7.5,563.140625,-0.689833,-0.13487011,-0.17159024,-0.38199702,1.0
125,6.4,563.140625,-0.6925304,-0.32719323,-0.17923018,-0.1479492,1.0
126,5.9,563.140625,-0.69907427,-0.5193564,-0.18218917,0.08326621,1.0
127,6.9,563.140625,-0.7094614,-0.32215396,-0.18052384,-0.26090956,1.0
128,6.4,563.140625,-0.7159045,-0.5143015,-0.18574202,-0.03015809,1.0
129,7.7,563.140625,-0.7261905,-0.7063414,-0.18634519,0.19865231,1.0
130,6.2,563.140625,-0.7403173,-0.8983772,-0.18237214,0.42725015,1.0
131,6.9,563.140625,-0.75828487,-1.0905111,-0.17382714,0.65735096,1.0
132,7.0,563.140625,-0.7800951,-0.8934504,-0.16068012,0.31536615,1.0
133,7.0,563.140625,-0.7979641,-0.69644797,-0.1543728,-0.023367887,1.0
134,9.5,563.140625,-0.81189305,-0.4994879,-0.15484016,-0.36050022,1.0
135,9.9,563.140625,-0.8218828,-0.69210887,-0.16205016,-0.1203668,1.0
136,9.5,563.140625,-0.835725,-0.49508095,-0.1644575,-0.4594712,1.0
137,9.6,563.140625,-0.8456266,-0.68754286,-0.17364693,-0.22280638,1.0
138,9.1,563.140625,-0.85937744,-0.87981266,-0.17810304,0.010464997,1.0
139,9.2,563.140625,-0.8769737,-1.0719926,-0.17789374,0.24208914,1.0
140,9.1,563.140625,-0.89841354,-1.2641866,-0.17305197,0.47380507,1.0
141,9.6,563.140625,-0.9236973,-1.0670974,-0.16357586,0.13196313,1.0
142,0.0,563.140625,-0.9450393,-1.2595444,-0.1609366,0.3689031,1.0
143,9.8,563.140625,-0.9702301,-1.4520575,-0.15355854,0.6068298,1.0
144,9.2,563.140625,-0.9992713,-1.2551597,-0.14142194,0.26998955,1.0
145,7.8,563.140625,-1.0243745,-1.4480101,-0.13602215,0.5149375,1.0
146,7.5,563.140625,-1.0533347,-1.2512611,-0.1257234,0.18267281,1.0
147,8.2,563.140625,-1.0783598,-1.4443809,-0.12206995,0.43320066,1.0
148,7.6,563.140625,-1.1072475,-1.6375822,-0.11340593,0.6850466,1.0
149,7.4,563.140625,-1.1399992,-1.4410837,-0.099704996,0.35892224,1.0
150,8.1,563.140625,-1.1688209,-1.2446961,-0.092526555,0.036539264,1.0
151,7.4,563.140625,-1.1937147,-1.4383779,-0.09179577,0.29865506,1.0
152,8.6,563.140625,-1.2224823,-1.2420754,-0.085822664,-0.02150885,1.0
153,9.5,563.140625,-1.2473239,-1.4358685,-0.086252846,0.2429099,1.0
154,8.6,563.140625,-1.2760412,-1.2396272,-0.08139465,-0.07568468,1.0
155,10.0,563.140625,-1.3008337,-1.4334936,-0.08290834,0.19024865,1.0
156,9.1,563.140625,-1.3295037,-1.2372895,-0.079103366,-0.1273938,1.0
157,7.8,563.140625,-1.3542494,-1.4311944,-0.08165124,0.13932185,1.0
158,8.0,563.140625,-1.3828733,-1.6250577,-0.078864805,0.40516922,1.0
159,9.5,563.140625,-1.4153744,-1.4289111,-0.07076142,0.0887016,1.0
160,9.4,563.15625,-1.4439527,-1.23285,-0.06898739,-0.22544062,1.0
161,9.3,563.15625,-1.4686097,-1.4269216,-0.0734962,0.044708185,1.0
162,9.1,563.15625,-1.4971482,-1.620917,-0.07260204,0.31332713,1.0
163,9.1,563.15625,-1.5295664,-1.8149335,-0.0663355,0.5822592,1.0
164,0.0,563.15625,-1.5658652,-1.618948,-0.054690313,0.26943904,1.0
165,10.6,563.1875,-1.5982441,-1.42309,-0.04930153,-0.039979693,1.0
166,9.6,563.1875,-1.6267059,-1.6174716,-0.050101127,0.2367496,1.0
167,9.0,563.1875,-1.6590554,-1.4216709,-0.045366134,-0.07130633,1.0
168,8.1,563.1875,-1.6874887,-1.6161141,-0.04679226,0.2067253,1.0
169,8.4,563.1875,-1.719811,-1.4203553,-0.042657755,-0.10034333,1.0
170,25.0,563.1875,-1.748218,-1.2246488,-0.04466462,-0.40617365,1.0
171,8.1,563.1875,-1.772711,-1.41911,-0.052788094,-0.12789997,1.0
172,8.2,563.1875,-1.8010933,-1.6134374,-0.055346094,0.14767283,1.0
173,8.6,563.1875,-1.833362,-1.807725,-0.052392635,0.4223944,1.0
174,8.0,563.1875,-1.8695165,-1.6119014,-0.04394475,0.11366573,1.0
175,8.2,563.1875,-1.9017546,-1.806367,-0.041671433,0.39216697,1.0
176,8.0,563.1875,-1.937882,-2.0008736,-0.033828095,0.67142564,1.0
177,6.7,563.234375,-1.9778994,-2.1955094,-0.020399582,0.9532687,1.0
178,7.2,563.234375,-2.0218096,-2.000119,-0.0013342076,0.65424705,1.0
179,6.4,563.234375,-2.061812,-1.8049785,0.0117507335,0.36114427,1.0
180,6.8,563.234375,-2.0979116,-2.0002654,0.018973619,0.6575092,1.0
181,9.1,563.234375,-2.1379168,-1.8054127,0.032123804,0.37086055,1.0
182,0.0,563.234375,-2.174025,-1.6107615,0.039541014,0.08847717,1.0
183,11.8,563.234375,-2.2062404,-1.8064272,0.041310556,0.39336842,1.0
184,6.2,563.234375,-2.242369,-2.0021102,0.049177926,0.6987845,1.0
185,6.4,563.234375,-2.282411,-1.8077035,0.06315362,0.42197925,1.0
186,7.0,563.234375,-2.3185651,-1.6135305,0.0715932,0.14985517,1.0
187,6.9,563.234375,-2.3508358,-1.8096007,0.0745903,0.4642375,1.0
188,0.0,563.234375,-2.3870277,-1.6156076,0.08387505,0.19596632,1.0
189,7.1,563.234375,-2.41934,-1.811823,0.08779438,0.51388496,1.0
