step,cpu,ram,position,velocity,reward
173,6.9,285.8125,-1.18752,0.0050081615,-1.0
174,5.5,285.8125,-1.1812301,0.0062898966,-1.0
175,8.5,285.8125,-1.1736397,0.007590502,-1.0
176,30.0,285.8125,-1.1647269,0.008912788,-1.0
177,11.2,285.8125,-1.1544678,0.010258993,-1.0
178,7.4,285.8125,-1.1428372,0.011630654,-1.0
179,6.7,285.8125,-1.1298087,0.013028455,-1.0
180,7.0,285.8125,-1.1153567,0.01445207,-1.0
181,6.0,285.8125,-1.0994567,0.015899988,-1.0
182,19.0,285.8125,-1.0820873,0.017369328,-1.0
183,6.1,285.8125,-1.0632317,0.018855644,-1.0
184,0.0,285.8125,-1.042879,0.020352753,-1.0
185,8.3,285.8125,-1.0210264,0.021852544,-1.0
186,6.2,285.8125,-0.99768156,0.023344843,-1.0
187,6.4,285.8125,-0.9728643,0.02481731,-1.0
188,6.7,285.8125,-0.94660884,0.026255406,-1.0
189,6.5,285.8125,-0.9189664,0.027642438,-1.0
190,5.7,285.8125,-0.89000666,0.028959721,-1.0
191,11.7,285.8125,-0.8598198,0.03018686,-1.0
192,6.6,285.8125,-0.8285177,0.03130216,-1.0
193,5.5,285.8125,-0.7962345,0.032283194,-1.0
194,8.7,285.8125,-0.76312697,0.033107486,-1.0
195,6.2,285.8125,-0.7293737,0.033753287,-1.0
196,6.9,285.8125,-0.69517326,0.034200426,-1.0
197,9.9,285.8125,-0.6607421,0.03443116,-1.0
198,7.8,285.8125,-0.6263111,0.034430962,-1.0
199,7.2,285.8125,-0.59212196,0.034189172,-1.0
