step,cpu,ram,cos(theta),sin(theta),theta_dot,reward
30,10.5,498.953125,0.8673951,0.4976201,-1.3241451,-0.5558791982712546
31,9.8,498.953125,0.88662225,0.46249428,-0.80093,-0.44762373480064255
32,7.3,498.9375,0.90342546,0.4287452,-0.7540593,-0.29932365416917744
33,5.9,498.9375,0.91552776,0.40225482,-0.5825004,-0.25420117112370005
34,5.4,498.9375,0.92682177,0.3755016,-0.5808093,-0.20930877316089
35,22.2,498.484375,0.92959684,0.3685779,-0.1491831,-0.18291114351623244
36,27.9,498.484375,0.93274575,0.36053488,-0.17274967,-0.14871577559331273
37,6.5,498.484375,0.93634564,0.3510796,-0.2023485,-0.14302813383306962
38,6.6,498.484375,0.94047475,0.33986366,-0.2390388,-0.1367772950954325
39,7.6,498.484375,0.94520813,0.32646844,-0.28414106,-0.12996471514584598
40,6.9,498.484375,0.9506102,0.31038725,-0.33928972,-0.12267300109628008
41,7.0,498.484375,0.9545126,0.2981705,-0.2564993,-0.11211534895008504
42,6.4,498.484375,0.95719904,0.28943053,-0.18287142,-0.09925213760221084
43,6.2,498.484375,0.96096087,0.27668422,-0.26579854,-0.09356385198117469
44,5.6,498.484375,0.9637902,0.2666617,-0.20828536,-0.08665647333032676
45,6.0,498.484375,0.96587044,0.25902554,-0.15828907,-0.07819921204133581
46,8.1,498.484375,0.96733147,0.25351495,-0.114019915,-0.07215645511289544
47,6.5,498.484375,0.9682614,0.24993972,-0.0738837,-0.06799599513157138
48,6.5,498.484375,0.968715,0.24817568,-0.0364289,-0.06536173890604001
49,6.6,498.484375,0.9687187,0.24816129,-0.00029713754,-0.064031623366516
50,5.8,498.484375,0.97011966,0.24262704,-0.11417617,-0.06689147383971764
51,11.5,498.484375,0.97110873,0.23863754,-0.082205884,-0.062364345793501044
52,5.2,498.484375,0.97174037,0.2360522,-0.053227738,-0.05973875782728191
53,6.4,498.484375,0.97204864,0.23477957,-0.026188591,-0.05807078983805137
54,5.5,498.484375,0.97204983,0.23477452,-0.00010391788,-0.057233692145907594
55,3.0,498.5,0.9717441,0.23603687,0.025976969,-0.05716264624945024
56,6.2,498.5,0.9728774,0.23132136,-0.09699538,-0.06084743178287605
57,5.9,498.515625,0.97372097,0.22774428,-0.07350436,-0.05643302341525912
58,6.6,498.515625,0.97431767,0.22517793,-0.05269615,-0.05433015530528885
59,6.9,498.515625,0.97469693,0.22353038,-0.033812705,-0.05286374775182301
60,6.2,498.515625,0.9748773,0.22274251,-0.016164916,-0.05193527423453823
61,6.0,498.515625,0.9748674,0.222786,0.00089197495,-0.051483314259499015
62,5.9,498.515625,0.97466666,0.22366239,0.017981473,-0.051477301508424916
63,6.3,498.53125,0.9742656,0.22540319,0.03572826,-0.05191435583604497
64,5.7,498.53125,0.97364455,0.22807088,0.05478065,-0.0528187886254269
65,6.5,498.53125,0.9744836,0.22445874,-0.074166186,-0.05724420766135983
66,5.7,498.53125,0.9751063,0.22173798,-0.055822127,-0.052801396133702404
67,6.4,498.53125,0.97554255,0.21981081,-0.039518636,-0.05130699144544863
68,8.1,498.53125,0.9758128,0.21860778,-0.024660528,-0.05027183424973807
69,6.4,498.53125,0.9759297,0.21808545,-0.010704695,-0.04963146856061963
70,7.1,498.53125,0.9758985,0.21822499,0.0028593966,-0.04934648180790059
71,0.0,498.53125,0.9757178,0.2190314,0.016528133,-0.04939872529843092
72,6.4,498.53125,0.97537935,0.22053382,0.030801682,-0.04978951962669263
73,5.2,498.53125,0.9748673,0.22278646,0.04620205,-0.05053961572814906
74,6.9,498.53125,0.97415733,0.2258704,0.06329189,-0.05169089765644063
75,0.0,498.53125,0.9749119,0.22259083,-0.067305304,-0.056310026369424004
76,6.0,498.53125,0.97546935,0.2201352,-0.05036219,-0.051840305328315524
77,5.9,498.53125,0.97585595,0.21841505,-0.035260793,-0.050516794866992336
78,6.4,498.53125,0.97608966,0.21736835,-0.0214495,-0.04960797644508252
79,0.0,498.53125,0.9761811,0.21695724,-0.008423238,-0.04905850579296182
80,6.4,498.53125,0.9761345,0.21716686,0.0042946916,-0.04883520223140852
81,6.5,498.53125,0.9759477,0.21800478,0.017169833,-0.04892392103993417
82,7.1,498.5625,0.9756122,0.2195013,0.030673416,-0.04932816064760993
83,0.0,498.5625,0.97511256,0.22171047,0.045299392,-0.05006922678090223
84,5.9,498.5625,0.97442526,0.2247119,0.061582245,-0.051187964953381467
85,6.9,498.5625,0.9735173,0.22861344,0.08011617,-0.05274826317356259
86,6.4,498.5625,0.9740679,0.22625571,-0.04842375,-0.057842744202309185
87,0.0,498.5625,0.974392,0.22485612,-0.028731968,-0.05332432313792342
88,5.9,498.5625,0.9761606,0.2170495,-0.16008987,-0.055518698180793774
89,5.5,498.5625,0.9777327,0.20985411,-0.14730275,-0.051432329824132685
90,6.9,498.5625,0.9791768,0.2030092,-0.13991216,-0.04787065842753225
91,0.0,498.578125,0.9805509,0.19626501,-0.13765526,-0.04474922485712867
92,5.8,498.578125,0.98190504,0.18937398,-0.14045651,-0.04191986457249589
93,5.5,498.578125,0.98044163,0.19681004,0.15157399,-0.03927240910268368
94,6.7,498.578125,0.9789463,0.20411769,0.14918151,-0.04254236647368328
95,0.0,498.578125,0.97736394,0.2115649,0.15226977,-0.04548138361657098
96,6.0,498.578125,0.9772481,0.21209964,0.01094344,-0.051762537770312964
97,6.4,498.578125,0.9770353,0.21307768,0.020018175,-0.04668949240928728
98,6.5,498.578125,0.9767164,0.2145345,0.029826432,-0.047146425489196425
99,5.4,498.578125,0.97627753,0.21652302,0.040727317,-0.0478379831712404
100,6.7,498.578125,0.975699,0.21911523,0.053119577,-0.04879962633819864
101,0.0,498.578125,0.9749544,0.22240481,0.067456,-0.050082321351808345
102,6.2,498.578125,0.9740088,0.22651029,0.08425961,-0.0517567133217286
103,5.4,498.578125,0.9745256,0.22427641,-0.045857683,-0.05691917691110407
104,6.4,498.578125,0.9748347,0.2229289,-0.027650379,-0.05237694133618892
105,6.1,498.578125,0.9749511,0.22241932,-0.010453712,-0.05161956149219381
106,6.4,498.578125,0.97488034,0.22272938,0.0063607832,-0.05131929015442125
107,6.9,498.59375,0.974619,0.22387023,0.023407824,-0.05145517860460086
108,6.7,498.59375,0.9741545,0.22588284,0.041310497,-0.05203306595587905
109,6.0,498.609375,0.9734642,0.22883946,0.06072263,-0.05308591901030355
110,10.3,498.609375,0.9742326,0.22554553,-0.06764777,-0.0576767655491463
111,5.9,498.609375,0.97477657,0.2231829,-0.048488628,-0.05321521651339075
112,6.3,498.609375,0.97512245,0.22166678,-0.031101448,-0.05189545637693707
113,5.6,498.609375,0.9752868,0.22094263,-0.014851357,-0.05105946313685547
114,5.9,498.609375,0.97527736,0.22098435,0.0008556174,-0.050653378161356434
115,7.4,498.609375,0.97509366,0.22179346,0.016593885,-0.050650458439946276
116,5.7,498.625,0.97472703,0.22339909,0.03293898,-0.05104836033559246
117,7.9,498.625,0.97416,0.22585899,0.050488297,-0.05186872608606609
118,6.9,498.625,0.9733649,0.22926144,0.06988254,-0.053159010841139644
119,5.9,498.625,0.9740276,0.22642937,-0.058171377,-0.05799676695008826
120,6.1,498.625,0.97445995,0.2245613,-0.03834934,-0.05350964709204352
121,5.2,498.625,0.9746832,0.22359022,-0.019928368,-0.05244606169639283
122,7.1,498.625,0.9747082,0.22348127,-0.0022357039,-0.0518883381375617
123,7.1,498.625,0.9745361,0.22423051,0.015375242,-0.051798722170514636
124,6.2,498.625,0.97415864,0.22586489,0.033548128,-0.05216898742101161
125,6.2,498.625,0.9735573,0.22844303,0.052946795,-0.05301941119293513
126,6.1,498.625,0.9744152,0.22475547,-0.075720936,-0.05740049917367507
127,7.5,498.625,0.9750535,0.22196995,-0.05715434,-0.05296266114466327
128,5.4,498.625,0.97550297,0.21998638,-0.04067688,-0.051428479962938506
129,7.3,498.625,0.97578466,0.21873331,-0.025687093,-0.05036092717835957
130,6.0,498.625,0.9759118,0.2181655,-0.011637112,-0.049693357525151916
131,14.1,482.375,0.9758901,0.21826246,0.0019870177,-0.04938463852601026
132,6.9,482.375,0.9757186,0.21902768,0.015683865,-0.049415202319880995
133,0.0,482.375,0.9753895,0.2204888,0.029954627,-0.04978511861986205
134,6.7,482.375,0.9748874,0.22269852,0.045321226,-0.050513943020244714
135,6.4,482.375,0.97418845,0.22573641,0.06234512,-0.05164231289780535
136,6.4,482.375,0.9749542,0.22240569,-0.06835257,-0.056235477126120884
137,8.1,482.375,0.9755242,0.21989208,-0.05154831,-0.05176929283036892
138,8.7,482.265625,0.97592527,0.21810508,-0.036629245,-0.050418319327201006
139,6.6,482.265625,0.976176,0.21698016,-0.02305043,-0.049478036505042775
140,7.6,482.296875,0.9762878,0.21647666,-0.010315307,-0.048891511592556454
141,6.9,482.3125,0.97626567,0.21657634,0.0020421862,-0.04862366967414556
142,5.4,482.3125,0.9761087,0.21728283,0.014474444,-0.048658017936711
143,7.0,482.3125,0.9758097,0.21862169,0.02743657,-0.048995061724498565
144,6.2,482.3125,0.975355,0.22064127,0.04140283,-0.049652212203594205
145,6.4,482.3125,0.9747235,0.22341448,0.056883786,-0.05066516626388368
146,6.0,482.3125,0.9738852,0.22704107,0.074444644,-0.05209091720293042
147,6.4,482.3125,0.97450894,0.22434865,-0.055274557,-0.05701275377287657
148,7.5,482.3125,0.9749225,0.22254479,-0.037013073,-0.05250571994869555
149,7.4,482.3125,0.9751457,0.22156467,-0.02010448,-0.05150310216141391
150,5.7,482.3125,0.9751892,0.22137299,-0.003930988,-0.05095634220367528
151,5.9,482.328125,0.9750551,0.22196288,0.012098755,-0.05082968145740611
152,5.7,482.328125,0.97473705,0.22335556,0.028570913,-0.05111321115354577
153,0.0,482.34375,0.97421974,0.22560114,0.046087585,-0.05182173810608223
154,6.9,482.34375,0.9734781,0.22878018,0.06528843,-0.052995974008651574
155,6.2,482.34375,0.97419536,0.22570644,-0.06312643,-0.05770618564536367
156,6.0,482.34375,0.9746878,0.22357014,-0.043846592,-0.053231272351355496
157,9.6,482.34375,0.9749795,0.22229463,-0.026168985,-0.05203158926256069
158,6.6,482.34375,0.9750844,0.22183402,-0.009448017,-0.05131948320955504
159,6.7,482.34375,0.97500753,0.22217175,0.0069274968,-0.0510483576014123
160,6.1,482.34375,0.9747452,0.22331998,0.023556309,-0.05119931470253894
161,5.4,482.34375,0.9742848,0.22531998,0.04104629,-0.05177915157576753
162,6.7,482.34375,0.9736041,0.22824359,0.06003628,-0.05282079441201492
163,0.0,482.359375,0.97090036,0.23948388,0.23121896,-0.05338621426778405
164,6.0,482.359375,0.9695583,0.2448605,0.11083187,-0.06783001043417393
165,5.7,482.359375,0.9696259,0.24459276,-0.0055227485,-0.06642316286085653
166,6.7,482.359375,0.9711008,0.23866974,-0.12207818,-0.06506129929768328
167,6.7,482.375,0.972201,0.23414786,-0.09307588,-0.06056926727380425
168,10.3,482.375,0.9729853,0.23086706,-0.06746498,-0.05772383958994683
169,6.2,482.390625,0.97349447,0.22871062,-0.044314686,-0.05572957821141729
170,5.7,482.390625,0.97375435,0.22760157,-0.02278172,-0.0544433209005601
171,9.1,482.390625,0.973778,0.22750027,-0.002080539,-0.053774444940113963
172,5.9,482.390625,0.97356665,0.2284031,0.01854467,-0.053675215876955465
173,6.7,482.390625,0.97310966,0.23034233,0.039846994,-0.054135651742993396
174,6.6,482.390625,0.97238386,0.23338722,0.06260374,-0.055182231660782496
175,6.6,482.390625,0.9731068,0.2303544,-0.062355846,-0.05988026971588323
176,6.9,482.390625,0.97356087,0.22842768,-0.039590053,-0.05541804051733314
177,7.0,482.421875,0.9737691,0.22753827,-0.018269297,-0.05426963248380596
178,6.4,482.421875,0.973742,0.22765435,0.0023844028,-0.05372606788796277
179,5.6,482.421875,0.97347814,0.2287801,0.023125172,-0.05374800762138521
180,6.2,482.421875,0.9729642,0.23095575,0.04471025,-0.05433336479011386
181,6.1,482.421875,0.97390383,0.22696112,-0.082072936,-0.058516807029325435
182,5.8,482.421875,0.9746011,0.22394814,-0.0618521,-0.0540945521463996
183,5.6,482.421875,0.9750902,0.22180879,-0.043891,-0.05239694546645035
184,5.9,482.421875,0.9753946,0.22046615,-0.02753441,-0.051220497216419705
185,6.5,482.421875,0.9755288,0.21987186,-0.012184796,-0.050489705365706405
186,6.8,482.421875,0.97549886,0.22000448,0.0027190992,-0.05015825038637192
187,5.9,482.421875,0.97530353,0.22086881,0.017722465,-0.05020443913259448
188,6.9,482.421875,0.9749336,0.222496,0.033374075,-0.050629011625297586
189,4.9,482.5,0.97437155,0.22494462,0.05024607,-0.05145502845308418
190,6.2,482.5,0.9700563,0.24288027,0.36895454,-0.05272981468907045
191,5.6,482.5,0.9609477,0.27673012,0.7011147,-0.07480148089221003
192,6.2,482.5,0.9520823,0.3058421,0.6086623,-0.13177455115975112
193,5.9,482.5,0.9435109,0.33134145,0.5380439,-0.1376577832398921
194,7.4,482.5,0.93517184,0.3541944,0.48654997,-0.147007282062287
195,7.1,482.5,0.92692524,0.3752461,0.45219576,-0.15875508165456645
196,5.9,482.5,0.91857207,0.39525348,0.43363035,-0.17241315757572376
197,0.0,482.5,0.909861,0.41491312,0.43007046,-0.18791879497183955
198,6.6,482.5,0.90048623,0.43488455,0.44125527,-0.20554937349723104
199,5.8,482.5,0.886634,0.46247178,0.6174187,-0.22288969059760852
200,5.9,482.5,0.86707556,0.49817666,0.8142725,-0.27027095633524045
201,5.9,482.5,0.84006685,0.5424829,1.037905,-0.3392606229628372
202,5.7,482.5,0.80321217,0.59569305,1.2947671,-0.437500636536722
203,6.2,482.5,0.73833025,0.6744394,2.041537,-0.5788498546122864
204,6.2,482.5,0.63516563,0.772376,2.8473666,-0.9686908963208236
205,5.5,482.5,0.5006855,0.86562926,3.2766485,-1.5906854222533686
206,6.9,482.5,0.3293329,0.94421387,3.7758703,-2.1696076969536136
207,6.4,482.5,0.11861551,0.99294025,4.3340306,-2.9524372047826897
208,6.2,482.5,-0.12719588,0.9918776,4.928736,-3.9873985534862886
209,6.4,482.5,-0.41338968,0.91055423,5.9726443,-5.317594837731825
210,6.4,482.5,-0.6989667,0.71515423,6.9555597,-7.559136768346869
211,5.9,482.515625,-0.91821414,0.39608434,7.7919254,-10.339824119416827
212,5.7,482.515625,-0.9999737,0.0072484016,8.0,-13.552048571143898
213,5.7,482.515625,-0.92660177,-0.37604412,7.8554363,-16.225113490374245
214,5.7,482.515625,-0.7114805,-0.70270586,7.873403,-13.770705956256696
215,6.2,482.515625,-0.41849184,-0.9082205,7.196374,-11.780977520165392
216,6.1,482.515625,-0.120728485,-0.99268556,6.2152085,-9.193108088332133
217,11.3,480.09375,0.13707805,-0.99056023,5.1706944,-6.729136575920396
218,7.1,480.09375,0.337161,-0.941447,4.1277742,-4.731914695115034
219,5.0,480.09375,0.47941163,-0.8775902,3.1216888,-3.213127168501535
220,7.3,480.09375,0.5957177,-0.80319387,2.7634962,-2.1251328155980223
221,15.1,468.15625,0.68980086,-0.72399914,2.4611008,-1.6375035743179516
222,5.7,468.15625,0.75102895,-0.66026926,1.7681015,-1.2621252550023772
223,7.4,468.15625,0.8005809,-0.5992247,1.5728995,-0.836714906536805
224,10.4,464.1875,0.8411673,-0.54077506,1.423481,-0.6642490118684831
225,7.9,454.453125,0.8712941,-0.49076125,1.1678997,-0.5300800430562902
226,5.9,454.453125,0.8936099,-0.44884446,0.94982874,-0.40053026577477124
227,11.7,454.453125,0.910083,-0.41442603,0.7631954,-0.30788147407309224
228,5.9,454.453125,0.9221504,-0.3868316,0.60237586,-0.24184230410690832
229,5.7,454.453125,0.9335584,-0.35842538,0.6122521,-0.19804814698649137
230,5.9,454.453125,0.94460446,-0.32821095,0.6434331,-0.17586663752050882
231,6.0,454.46875,0.9554708,-0.29508573,0.6972749,-0.15722998942342895
232,6.4,454.46875,0.9661976,-0.25780258,0.7759606,-0.14234658178009685
233,6.0,454.46875,0.9749908,-0.22224532,0.7326087,-0.12920059511902335
234,5.9,454.46875,0.98232,-0.1872094,0.7159247,-0.10489987722606366
235,9.5,454.46875,0.98846346,-0.15145953,0.72551763,-0.08771944286501432
236,8.2,451.890625,0.99169767,-0.12859146,0.461923,-0.07675516338332698
237,8.6,451.890625,0.99468225,-0.102991596,0.5154794,-0.038965004284109234
238,8.8,447.34375,0.9972808,-0.07369589,0.5882357,-0.038216887465630775
239,10.0,441.671875,0.998509,-0.054587424,0.38296378,-0.04104306866657495
240,20.5,439.0625,0.9995496,-0.030008905,0.49202323,-0.018648877328211327
241,0.0,426.140625,0.9999015,-0.014037122,0.31951654,-0.026109489247255757
242,8.5,407.4375,0.99998146,-0.0060881106,0.1589887,-0.011406135510309317
243,10.3,407.4375,0.9999828,-0.005866984,0.004422613,-0.003564806091165818
244,8.4,406.859375,0.9999987,0.0016341003,0.15002237,-0.0010363778472004355
245,6.5,406.875,0.99999857,0.0016964977,0.00124795,-0.003253341578983074
246,7.4,406.9375,0.99995655,0.00932238,0.15252033,-0.0010030338451698572
247,7.0,406.9375,0.999952,0.009797963,0.009512108,-0.0034131541811789783
248,10.6,406.953125,0.99983543,0.018140154,0.16686058,-0.00110505117720855
249,6.1,406.953125,0.99980664,0.019663166,0.030465696,-0.004113346623714828
250,24.3,406.953125,0.9995671,0.029420841,0.19521306,-0.0014795058250476997
251,22.1,405.671875,0.9994625,0.032783147,0.067278706,-0.005676650082254482
252,21.4,384.734375,0.99955356,0.029877879,-0.058133937,-0.0025277623770255304
253,19.0,384.734375,0.9993665,0.035588533,0.11427447,-0.0022309088560423687
254,20.6,384.03125,0.9993825,0.03513711,-0.009034129,-0.003572944214925695
255,21.1,382.453125,0.9990536,0.04349655,0.1673187,-0.002243286383362322
256,24.3,381.65625,0.99894184,0.045991104,0.049941115,-0.005692699119335827
257,20.9,377.078125,0.9990873,0.042716056,-0.06556556,-0.0033660862666595984
258,23.6,377.125,0.99882156,0.048533555,0.116471484,-0.003255656433483274
259,19.4,377.140625,0.9988146,0.04867697,0.0028716533,-0.004713918610193803
260,20.0,377.140625,0.9983089,0.05813239,0.18937938,-0.0033721457965609223
261,19.1,377.140625,0.9980591,0.062273797,0.08297867,-0.007969643366488408
262,29.1,272.953125,0.99812186,0.061259937,-0.02031598,-0.005571595025935478
263,21.5,193.703125,0.9975454,0.07002242,0.17562898,-0.004798757526112818
264,20.7,173.8125,0.9972642,0.07391957,0.07814579,-0.008995727052273986
265,20.1,162.15625,0.9973245,0.073101066,-0.016414538,-0.00708476057827355
266,16.1,149.09375,0.9965916,0.08249304,0.18841127,-0.006380255187783252
267,6.2,149.140625,0.9961655,0.08748894,0.100281045,-0.011370474819091921
268,7.1,149.1875,0.99609566,0.08828076,0.01589775,-0.009679553878528376
269,5.6,149.21875,0.99638957,0.08489893,-0.06789168,-0.00883909663504285
270,8.5,149.28125,0.9975656,0.06973373,-0.3042175,-0.011686139879761328
271,6.0,149.296875,0.99876547,0.04967406,-0.4019172,-0.01512552401959364
272,13.7,149.328125,0.99971294,0.023959137,-0.51466167,-0.019623287350027403
273,7.2,149.359375,0.99997807,0.0066267666,-0.3466923,-0.028061811015047563
274,8.4,148.828125,0.9998387,-0.01795833,-0.49172223,-0.013063469240160913
275,7.4,148.890625,0.9993622,-0.035711247,-0.35519096,-0.025501610206664044
276,12.4,131.25,0.99888074,-0.04729991,-0.23197441,-0.014891897978053764
277,6.4,131.3125,0.99858576,-0.053164955,-0.117449336,-0.008620164181178737
278,6.0,131.359375,0.9985662,-0.053530585,-0.007323049,-0.0052086139662565955
279,6.1,131.5625,0.9988275,-0.048410803,0.10252901,-0.0038736274585678557
280,7.0,131.59375,0.9992925,-0.037609816,0.21622092,-0.0043966588353775175
281,6.7,132.109375,0.9993622,-0.035710417,0.038013548,-0.007090313813351582
282,6.9,132.125,0.9996176,-0.027652947,0.16123074,-0.00242027919807065
283,8.8,132.15625,0.99960434,-0.02812821,-0.009508973,-0.004364415554171999
284,10.5,132.1875,0.9997544,-0.022160364,0.11939487,-0.001800447053794033
285,6.4,132.234375,0.9996993,-0.02452099,-0.047225405,-0.0029166756032129194
286,16.5,132.265625,0.9997939,-0.02030286,0.08438385,-0.0018244233806609788
287,7.0,132.40625,0.9999563,-0.009346284,0.21915671,-0.002124326262820833
288,7.1,132.453125,0.9999805,-0.0062390296,0.062146995,-0.005890321853172957
289,9.6,131.5625,0.9999915,0.0041343044,0.20746772,-0.0014251509025287388
290,10.2,105.890625,0.99997437,0.007162677,0.060568452,-0.005321378190105235
291,8.0,105.921875,0.9998387,0.017958796,0.21594046,-0.0014181585551012563
292,6.1,106.09375,0.99975955,0.021928482,0.079409555,-0.005985581237659991
293,7.1,106.1875,0.9998152,0.019221852,-0.05414408,-0.0021115231650040366
294,8.5,102.90625,0.99969405,0.024734128,0.1102723,-0.0016626832492195884
295,10.3,93.59375,0.9997197,0.023675583,-0.021177098,-0.0028279000325580465
296,10.4,93.65625,0.99951935,0.031001806,0.1465796,-0.0016054849550099168
297,0.0,93.734375,0.9994881,0.031992864,0.019830944,-0.00410997771363437
298,8.7,94.046875,0.99913114,0.041677527,0.19382559,-0.0020632192728359316
299,7.9,94.046875,0.9989676,0.04542815,0.07508374,-0.006494858902237695
300,9.7,86.375,0.9990583,0.04338791,-0.040845152,-0.0036288946885433
301,8.1,86.375,0.99872583,0.050464876,0.14169578,-0.0030505255521388356
302,10.3,86.296875,0.9986502,0.051940158,0.029544435,-0.0055566378797557575
303,9.1,86.3125,0.99885356,0.04787022,-0.08150045,-0.003787497049256624
304,7.6,86.3125,0.99859005,0.05308367,0.10440222,-0.003957542567675464
305,0.0,86.328125,0.9986054,0.05279482,-0.0057850303,-0.00491050895393485
306,14.4,86.328125,0.998078,0.0619702,0.18381108,-0.003793233456357622
307,0.0,86.328125,0.9978212,0.06597641,0.08028874,-0.008223883374451034
308,8.4,86.328125,0.99788743,0.06496713,-0.020228954,-0.006003845578055349
309,6.2,86.328125,0.99726784,0.07387039,0.17849639,-0.005267601142325531
310,6.7,86.34375,0.9969492,0.07805323,0.08389919,-0.009652886053860568
311,7.1,86.65625,0.99697864,0.07767633,-0.007560887,-0.007808626509004717
312,6.9,86.65625,0.997352,0.072725214,-0.09930364,-0.007051503451416354
313,6.7,86.65625,0.9969555,0.07797226,0.10524028,-0.007284428985341166
314,6.6,86.671875,0.9969018,0.07865613,0.013719473,-0.008199586529821655
315,7.4,86.671875,0.99719834,0.07480311,-0.07728843,-0.007218410472545134
316,6.7,86.671875,0.9966959,0.08122416,0.12881391,-0.0072033224660301145
317,7.6,86.71875,0.99653256,0.08320404,0.03973202,-0.009271225873650608
318,6.2,86.71875,0.9967288,0.08081885,-0.047864955,-0.008096809601765087
319,6.7,86.71875,0.99603814,0.088926926,0.16274919,-0.007775062587943601
320,6.8,86.734375,0.99567705,0.09288269,0.07944438,-0.011577661443062187
321,16.8,86.734375,0.9956812,0.092838205,-0.0008936018,-0.010283260061724277
322,8.7,86.75,0.99605024,0.08879175,-0.08126494,-0.009643889001711356
323,12.3,86.75,0.9954266,0.095529385,0.13532887,-0.009565181105455664
324,12.1,86.765625,0.99515045,0.09836476,0.05697591,-0.011985150239074288
325,7.4,86.765625,0.9952446,0.09740686,-0.019250521,-0.011031619641333205
326,9.5,86.796875,0.9957016,0.09261885,-0.09619538,-0.010555314960289091
327,4.5,86.828125,0.9951119,0.098754,0.12326876,-0.010528248604230662
328,12.6,86.921875,0.9948754,0.101108864,0.04733426,-0.01230374001625395
329,17.1,86.9375,0.99501014,0.09977394,-0.02683409,-0.011482083724062255
330,10.3,86.96875,0.99550605,0.09469794,-0.10200363,-0.011060056647479055
331,8.4,86.984375,0.9949249,0.10062047,0.11901982,-0.011035109075772969
332,7.7,87.0625,0.99469864,0.1028332,0.04448518,-0.01257540579174517
333,7.2,87.09375,0.9948436,0.10142112,-0.028389925,-0.011810045147496943
334,6.7,87.125,0.99534947,0.096329994,-0.10232408,-0.011402306116222082
335,6.2,87.140625,0.99475396,0.10229651,0.11992341,-0.01135533494376894
336,11.1,87.21875,0.9945127,0.104616284,0.046645794,-0.012939445870183027
337,9.5,87.234375,0.9946421,0.10337843,-0.024891995,-0.012202312359712076
338,6.2,87.28125,0.9951335,0.0985354,-0.09735817,-0.011787351366509803
339,7.2,87.3125,0.9944902,0.104829766,0.12654337,-0.011688673195774723
340,6.4,87.359375,0.99419725,0.10757245,0.055165704,-0.013631094486072325
341,0.0,87.40625,0.9942731,0.10686878,-0.01415496,-0.012921070620941444
342,6.7,96.234375,0.99471325,0.10269173,-0.084003374,-0.012484718756877528
343,5.7,96.234375,0.99395347,0.109802015,0.14301543,-0.012288529081346623
344,11.4,96.265625,0.99353266,0.11354679,0.07536694,-0.015150591051979419
345,6.6,96.296875,0.99347275,0.11406972,0.010527032,-0.014516683973008641
346,6.4,96.296875,0.9937767,0.111390874,-0.053920675,-0.014079814720603056
347,11.1,96.296875,0.9927362,0.12031149,0.17962249,-0.013750332010581262
348,10.5,96.328125,0.99199736,0.12625857,0.1198561,-0.018771663646004272
349,20.6,96.34375,0.9915847,0.12945957,0.06455003,-0.01846321059596079
350,21.6,96.34375,0.99150914,0.13003689,0.0116447145,-0.01827092998470481
351,18.8,96.359375,0.99177253,0.12801258,-0.040827613,-0.018019334592193563
352,20.3,96.359375,0.9923683,0.123309255,-0.09481818,-0.017644213932968597
