step,cpu,ram,state_cart_pos,state_cart_vel,state_pole_angle,state_pole_vel,reward
28,2.0,288.6875,-0.13462998,-0.23567499,-0.0019464265,0.13199909,1.0
29,8.3,288.6875,-0.13934347,-0.040525205,0.00069355516,-0.16129728,1.0
30,2.6,288.6875,-0.14015397,-0.23565708,-0.0025323904,0.13160437,1.0
31,0.0,288.6875,-0.14486712,-0.040498946,9.969692e-05,-0.16187643,1.0
32,2.3,288.6875,-0.1456771,-0.23562232,-0.0031378316,0.13083796,1.0
33,0.0,288.6875,-0.15038955,-0.040455565,-0.0005210723,-0.16283326,1.0
34,2.8,288.6875,-0.15119866,-0.23557006,-0.0037777375,0.12968524,1.0
35,0.0,288.671875,-0.15591006,-0.04039419,-0.0011840328,-0.16418712,1.0
36,2.7,288.890625,-0.15671794,-0.23549917,-0.004467775,0.12812205,1.0
37,2.8,288.890625,-0.16142793,-0.0403135,-0.0019053344,-0.16596706,1.0
38,2.5,288.890625,-0.1622342,-0.23540813,-0.005224676,0.12611417,1.0
39,0.0,288.890625,-0.16694236,-0.43045485,-0.0027023922,0.4171442,1.0
40,2.3,288.890625,-0.17555146,-0.2352947,0.005640492,0.123610556,1.0
41,3.0,288.890625,-0.18025735,-0.040254008,0.008112703,-0.16728753,1.0
42,1.5,288.890625,-0.18106243,-0.23549114,0.0047669527,0.12794365,1.0
43,2.5,288.890625,-0.18577226,-0.43068105,0.0073258253,0.42212668,1.0
44,2.0,288.890625,-0.19438587,-0.23566365,0.015768358,0.13176219,1.0
45,2.7,288.890625,-0.19909915,-0.040771086,0.018403603,-0.15590462,1.0
46,10.6,288.890625,-0.19991457,-0.23615164,0.015285511,0.14252694,1.0
47,3.7,288.890625,-0.2046376,-0.041251894,0.018136049,-0.14529476,1.0
48,3.2,288.890625,-0.20546263,-0.23662882,0.015230154,0.15305413,1.0
49,19.2,288.890625,-0.21019521,-0.04172821,0.018291237,-0.13478538,1.0
50,2.5,288.890625,-0.21102978,-0.23710732,0.015595528,0.16361158,1.0
51,2.2,288.921875,-0.21577193,-0.042212054,0.01886776,-0.12411086,1.0
52,2.2,288.921875,-0.21661617,-0.23759916,0.016385542,0.17446442,1.0
53,7.4,288.921875,-0.22136815,-0.0427155,0.019874832,-0.11300469,1.0
54,2.7,288.921875,-0.22222246,-0.23811652,0.017614737,0.18588176,1.0
55,8.7,288.921875,-0.22698478,-0.043250963,0.021332374,-0.10119276,1.0
56,2.7,288.921875,-0.22784981,0.15155888,0.019308519,-0.3870698,1.0
57,2.5,288.921875,-0.22481863,-0.043831773,0.011567122,-0.08836209,1.0
58,2.7,288.921875,-0.22569527,-0.2391176,0.009799881,0.2079477,1.0
59,2.7,288.921875,-0.23047762,-0.04413714,0.013958835,-0.081627816,1.0
60,2.7,288.921875,-0.23136036,-0.23945639,0.012326279,0.21542627,1.0
61,1.7,288.921875,-0.23614949,-0.044512797,0.016634803,-0.07334306,1.0
62,2.5,288.921875,-0.23703974,0.15036677,0.015167942,-0.36073157,1.0
63,1.8,288.921875,-0.2340324,-0.04496746,0.007953311,-0.063304715,1.0
64,2.8,288.921875,-0.23493177,-0.24020253,0.0066872165,0.23187688,1.0
65,2.1,288.921875,-0.23973581,-0.045176774,0.011324754,-0.058689192,1.0
66,2.4,288.921875,-0.24063934,-0.24045925,0.010150971,0.23754515,1.0
67,2.5,288.921875,-0.24544853,-0.045483783,0.014901874,-0.051918652,1.0
68,2.7,288.921875,-0.2463582,0.14942135,0.0138635,-0.3398629,1.0
69,2.5,288.921875,-0.24336977,-0.045895085,0.007066242,-0.04284067,1.0
70,2.9,288.921875,-0.24428768,0.14912483,0.006209429,-0.33328578,1.0
71,2.2,288.921875,-0.24130519,-0.046084948,-0.00045628689,-0.0386512,1.0
72,2.7,288.921875,-0.24222688,-0.24120036,-0.0012293109,0.25388774,1.0
73,2.2,288.921875,-0.2470509,-0.046060868,0.0038484437,-0.03918269,1.0
74,3.0,288.921875,-0.2479721,0.14900568,0.00306479,-0.33064893,1.0
75,2.0,288.921875,-0.24499199,-0.04615976,-0.0035481884,-0.037001077,1.0
76,3.2,288.921875,-0.24591519,-0.24123065,-0.00428821,0.25456026,1.0
77,4.7,288.921875,-0.2507398,-0.046047732,0.0008029951,-0.03947216,1.0
78,2.5,288.921875,-0.25166076,-0.2411812,1.3551924e-05,0.253464,1.0
79,2.8,288.921875,-0.2564844,-0.046059433,0.005082832,-0.03921464,1.0
80,2.2,288.921875,-0.25740558,0.14898926,0.0042985394,-0.33028957,1.0
81,1.5,288.921875,-0.2544258,-0.046193615,-0.0023072518,-0.036254182,1.0
82,3.0,288.921875,-0.25534967,-0.2412824,-0.0030323355,0.2556999,1.0
83,2.7,288.921875,-0.26017532,-0.046117287,0.0020816622,-0.037937943,1.0
84,2.2,288.921875,-0.26109764,0.14897475,0.0013229034,-0.32996336,1.0
85,6.9,288.921875,-0.25811815,-0.046166006,-0.005276364,-0.036863543,1.0
86,2.5,288.921875,-0.2590415,0.1490312,-0.0060136346,-0.33120653,1.0
87,2.2,288.921875,-0.25606084,-0.046004627,-0.012637765,-0.040426068,1.0
88,2.5,288.921875,-0.25698096,-0.24094309,-0.013446286,0.24824288,1.0
89,6.0,288.921875,-0.2617998,-0.04563172,-0.008481429,-0.048650786,1.0
90,38.0,288.921875,-0.26271245,0.14961082,-0.009454445,-0.34399757,1.0
91,43.6,288.921875,-0.25972024,-0.045375373,-0.016334396,-0.054310925,1.0
92,46.1,288.921875,-0.26062775,-0.24025935,-0.017420614,0.23317395,1.0
93,0.0,221.5,-0.26543292,-0.044892874,-0.012757136,-0.06495271,1.0
94,49.1,131.015625,-0.26633078,-0.23982961,-0.01405619,0.22367813,1.0
95,47.7,131.078125,-0.27112737,-0.044509616,-0.009582628,-0.07340532,1.0
96,20.0,118.859375,-0.27201757,-0.2394929,-0.011050734,0.21623892,1.0
97,29.8,118.71875,-0.27680743,-0.044214714,-0.0067259553,-0.07990931,1.0
98,50.3,109.578125,-0.27769172,-0.2392396,-0.008324142,0.21064399,1.0
99,50.4,109.703125,-0.2824765,-0.04399963,-0.0041112616,-0.084653094,1.0
100,48.0,109.75,-0.2833565,-0.23906241,-0.0058043236,0.20672989,1.0
101,37.9,109.8125,-0.28813773,-0.04385794,-0.001669726,-0.087778345,1.0
102,29.8,109.8125,-0.2890149,-0.23895591,-0.003425293,0.20437732,1.0
103,6.0,109.8125,-0.29379404,-0.04378515,0.00066225353,-0.08938415,1.0
104,8.1,110.03125,-0.29466972,0.1513273,-0.0011254295,-0.38185805,1.0
105,3.7,110.21875,-0.29164317,-0.04377865,-0.008762591,-0.08953019,1.0
106,2.7,110.21875,-0.29251876,-0.23877391,-0.010553195,0.2003753,1.0
107,2.5,110.21875,-0.29729423,-0.04350263,-0.0065456885,-0.0956179,1.0
108,3.0,110.21875,-0.29816428,0.15171252,-0.008458046,-0.39035878,1.0
109,2.2,110.21875,-0.29513004,-0.04328837,-0.016265223,-0.10035453,1.0
110,2.9,110.671875,-0.2959958,-0.23817348,-0.018272312,0.1871527,1.0
111,2.5,110.703125,-0.30075926,-0.4330293,-0.014529259,0.4740159,1.0
112,7.2,110.703125,-0.30941987,-0.23770522,-0.005048941,0.17678922,1.0
113,3.7,110.84375,-0.31417397,-0.04251137,-0.0015131565,-0.11748219,1.0
114,3.0,110.84375,-0.3150242,-0.2376116,-0.0038628003,0.17472297,1.0
115,2.7,111.140625,-0.31977642,-0.042434588,-0.00036834093,-0.119176045,1.0
116,3.0,111.140625,-0.32062513,0.15269263,-0.0027518617,-0.41197515,1.0
117,3.5,111.140625,-0.31757125,-0.042390194,-0.010991365,-0.12016106,1.0
118,4.2,111.140625,-0.31841907,-0.23735295,-0.013394586,0.16903402,1.0
119,0.0,111.140625,-0.32316613,-0.43228066,-0.010013905,0.45746145,1.0
120,2.8,111.140625,-0.33181173,-0.23701857,-0.00086467684,0.16163898,1.0
121,2.2,111.140625,-0.3365521,-0.04188425,0.0023681025,-0.13131662,1.0
122,1.7,111.140625,-0.3373898,-0.23704004,-0.00025822982,0.16211247,1.0
123,3.4,111.15625,-0.3421306,-0.041914396,0.0029840197,-0.1306519,1.0
124,3.2,111.171875,-0.34296888,-0.23707896,0.00037098155,0.16297095,1.0
125,2.4,111.203125,-0.34771046,-0.04196233,0.0036304004,-0.12959492,1.0
126,3.5,111.21875,-0.3485497,-0.2371361,0.001038502,0.16423114,1.0
127,2.6,111.21875,-0.35329244,-0.042029027,0.004323125,-0.128124,1.0
128,5.6,111.234375,-0.354133,-0.23721264,0.0017606448,0.16591969,1.0
129,2.7,111.234375,-0.35887727,-0.43235976,0.0050790384,0.45915753,1.0
130,2.7,111.234375,-0.36752445,-0.23730996,0.014262189,0.16807985,1.0
131,2.2,111.25,-0.37227064,-0.042395033,0.017623786,-0.12006987,1.0
132,2.0,111.25,-0.37311855,-0.237765,0.015222388,0.17812069,1.0
133,0.0,111.234375,-0.37787387,-0.042864155,0.018784802,-0.10972149,1.0
134,2.3,111.234375,-0.37873113,-0.23825018,0.016590374,0.18882824,1.0
135,3.2,111.25,-0.38349614,-0.04336946,0.020366937,-0.09857526,1.0
136,1.5,111.25,-0.38436353,-0.2387773,0.018395433,0.20046318,1.0
137,2.7,111.25,-0.3891391,-0.04392321,0.022404697,-0.08636055,1.0
138,2.7,111.265625,-0.39001754,-0.23935904,0.020677485,0.21330602,1.0
139,2.7,111.265625,-0.39480472,-0.044538718,0.024943605,-0.072783224,1.0
140,1.9,111.265625,-0.3956955,-0.24000922,0.02348794,0.22766398,1.0
141,2.7,111.265625,-0.40049568,-0.04523067,0.028041221,-0.05751843,1.0
142,2.5,111.265625,-0.4014003,-0.24074322,0.026890852,0.24387814,1.0
143,4.2,111.265625,-0.40621516,-0.046015486,0.031768415,-0.040202904,1.0
144,3.0,111.28125,-0.40713546,-0.24157825,0.030964358,0.26233158,1.0
145,11.1,111.328125,-0.41196704,-0.04691166,0.036210988,-0.020426271,1.0
146,2.0,111.328125,-0.41290528,0.14767277,0.035802465,-0.3014679,1.0
147,0.0,111.34375,-0.4099518,-0.04794068,0.029773105,0.0022879397,1.0
148,2.9,111.375,-0.41091064,-0.24347669,0.029818865,0.30421397,1.0
149,2.2,111.375,-0.41578016,-0.0487921,0.035903145,0.021082351,1.0
150,2.0,111.375,-0.416756,-0.24441005,0.03632479,0.32487345,1.0
151,0.0,111.375,-0.4216442,-0.049823638,0.04282226,0.043863498,1.0
152,2.7,111.375,-0.42264068,0.14465894,0.04369953,-0.23500703,1.0
153,3.2,111.46875,-0.4197475,-0.051059254,0.03899939,0.071133554,1.0
154,3.0,111.5,-0.42076868,0.1434825,0.04042206,-0.20899428,1.0
155,2.2,111.5,-0.41789904,0.33800387,0.036242172,-0.48865712,1.0
156,2.2,111.515625,-0.41113895,0.14238983,0.026469031,-0.18477589,1.0
157,2.8,111.515625,-0.40829116,-0.053100646,0.022773514,0.11613809,1.0
158,2.5,111.515625,-0.40935317,0.14168772,0.025096275,-0.16927385,1.0
159,2.2,111.515625,-0.4065194,-0.05378429,0.021710798,0.13121936,1.0
160,2.2,111.515625,-0.4075951,0.14102004,0.024335185,-0.1545358,1.0
161,2.5,111.515625,-0.4047747,-0.05444174,0.02124447,0.1457239,1.0
162,2.7,111.6875,-0.40586352,0.14036964,0.024158947,-0.14018182,1.0
163,5.0,111.6875,-0.40305614,-0.055089846,0.02135531,0.16002388,1.0
164,6.6,111.6875,-0.40415794,0.13971996,0.02455579,-0.12584622,1.0
165,3.7,111.6875,-0.40136355,-0.05574501,0.022038864,0.17448153,1.0
166,5.2,111.703125,-0.40247843,0.1390547,0.025528494,-0.11116818,1.0
167,3.0,113.6875,-0.39969733,-0.056423575,0.023305131,0.18945827,1.0
168,2.5,113.6875,-0.40082583,0.13835734,0.027094297,-0.09578269,1.0
169,1.7,113.6875,-0.39805868,-0.057142247,0.025178643,0.20532382,1.0
170,9.1,113.6875,-0.3992015,0.13761076,0.02928512,-0.07931136,1.0
171,6.5,113.6875,-0.3964493,0.33230093,0.027698891,-0.3626128,1.0
172,2.9,113.6875,-0.3898033,0.13679646,0.020446636,-0.06132616,1.0
173,12.7,113.6875,-0.38706735,0.33161938,0.019220112,-0.34748855,1.0
174,15.5,113.703125,-0.38043496,0.52646273,0.012270342,-0.6340493,1.0
175,13.7,113.703125,-0.3699057,0.3311718,-0.00041064405,-0.3375275,1.0
176,18.5,113.703125,-0.36328226,0.13605571,-0.0071611945,-0.04497411,1.0
177,16.0,113.703125,-0.36056116,-0.058962833,-0.008060677,0.24544083,1.0
178,15.9,113.703125,-0.3617404,0.13627331,-0.00315186,-0.0497737,1.0
179,15.6,113.703125,-0.35901496,-0.058803305,-0.004147334,0.24191312,1.0
180,16.1,113.703125,-0.36019102,0.13637765,0.00069092837,-0.05207509,1.0
181,15.7,113.71875,-0.35746348,0.33148968,-0.00035057348,-0.34453994,1.0
182,17.6,113.71875,-0.35083368,0.13637272,-0.0072413725,-0.051967587,1.0
183,21.6,113.734375,-0.3481062,-0.058644656,-0.008280724,0.23842186,1.0
184,22.2,108.515625,-0.3492791,0.13659461,-0.003512287,-0.0568615,1.0
185,16.8,107.5625,-0.34654722,0.33176675,-0.004649517,-0.35065052,1.0
186,18.8,107.5625,-0.33991188,0.13671122,-0.011662527,-0.059437346,1.0
187,17.0,107.4375,-0.33717766,-0.058241583,-0.012851274,0.22954328,1.0
188,19.3,96.671875,-0.3383425,0.13706163,-0.008260408,-0.06716553,1.0
189,5.7,95.890625,-0.33560127,0.33230102,-0.009603719,-0.36244318,1.0
190,2.5,95.890625,-0.32895523,0.13731688,-0.016852582,-0.07280389,1.0
191,10.5,95.78125,-0.3262089,-0.057559453,-0.01830866,0.21451469,1.0
192,3.4,95.8125,-0.3273601,0.1378194,-0.014018367,-0.083886914,1.0
193,2.0,95.8125,-0.3246037,-0.05709883,-0.015696105,0.20434043,1.0
194,4.2,95.546875,-0.32574567,0.13824403,-0.011609296,-0.09325223,1.0
195,2.2,95.5625,-0.3229808,-0.056709617,-0.013474341,0.19574548,1.0
196,3.0,95.5625,-0.32411498,0.13860245,-0.009559431,-0.10115737,1.0
197,2.7,95.5625,-0.32134295,-0.056381203,-0.0115825785,0.18849432,1.0
198,2.0,95.578125,-0.32247058,0.13890453,-0.007812692,-0.107819825,1.0
199,2.5,95.578125,-0.31969246,-0.0561046,-0.009969088,0.18238804,1.0
200,2.5,95.578125,-0.32081458,0.13915856,-0.0063213278,-0.113423035,1.0
201,2.5,95.578125,-0.3180314,-0.05587224,-0.008589788,0.17725888,1.0
202,2.2,95.578125,-0.31914884,0.13937157,-0.005044611,-0.118121415,1.0
203,0.0,95.578125,-0.3163614,-0.05567773,-0.0074070394,0.17296572,1.0
204,2.7,95.578125,-0.31747496,0.13954945,-0.003947725,-0.12204466,1.0
205,1.7,95.578125,-0.31468397,0.33472773,-0.006388618,-0.41597044,1.0
206,2.7,95.578125,-0.30798942,0.13969691,-0.014708027,-0.12530841,1.0
207,2.3,95.578125,-0.30519548,-0.055211283,-0.017214196,0.16269825,1.0
208,2.7,95.578125,-0.30629972,0.14015281,-0.01396023,-0.1353652,1.0
209,3.2,95.578125,-0.30349666,-0.05476642,-0.016667534,0.15288098,1.0
210,1.5,95.578125,-0.30459198,-0.2496458,-0.013609915,0.44025943,1.0
211,0.0,95.609375,-0.3095849,-0.054333907,-0.004804726,0.14331752,1.0
212,2.7,95.875,-0.31067157,0.14085652,-0.0019383758,-0.15087733,1.0
213,0.0,95.890625,-0.30785444,-0.05423762,-0.0049559223,0.14119345,1.0
214,2.7,95.890625,-0.3089392,0.14095496,-0.0021320533,-0.15304886,1.0
215,3.7,95.890625,-0.3061201,-0.0541364,-0.0051930305,0.13896069,1.0
216,3.5,95.890625,-0.30720282,0.14105955,-0.0024138165,-0.15535602,1.0
217,6.7,95.890625,-0.30438164,-0.054027762,-0.005520937,0.13656443,1.0
218,5.9,91.96875,-0.30546218,0.14117283,-0.0027896482,-0.15785514,1.0
219,2.2,91.96875,-0.30263874,-0.05390907,-0.005946751,0.13394642,1.0
220,7.0,91.953125,-0.3037169,0.14129755,-0.0032678228,-0.16060668,1.0
221,8.4,91.75,-0.30089095,-0.05377746,-0.006479956,0.13104354,1.0
222,2.2,91.75,-0.30196652,0.14143671,-0.0038590855,-0.16367666,1.0
223,4.6,91.75,-0.29913777,-0.053629786,-0.0071326187,0.12778634,1.0
224,2.8,91.75,-0.30021036,0.14159362,-0.004576892,-0.1671383,1.0
225,3.2,91.75,-0.2973785,-0.053462524,-0.007919658,0.12409725,1.0
226,1.7,91.765625,-0.29844776,0.14177199,-0.0054377127,-0.17107369,1.0
227,2.2,91.765625,-0.2956123,0.33697134,-0.008859186,-0.46546707,1.0
228,2.9,91.640625,-0.28887287,0.14197569,-0.018168528,-0.17558964,1.0
229,5.5,91.640625,-0.28603336,-0.0528816,-0.02168032,0.11130681,1.0
230,3.9,91.640625,-0.287091,-0.24768628,-0.019454185,0.39707166,1.0
231,2.7,91.65625,-0.29204473,-0.052293804,-0.011512752,0.09831922,1.0
232,2.2,91.65625,-0.2930906,0.14299124,-0.0095463665,-0.19797361,1.0
233,4.0,91.828125,-0.29023078,-0.051992875,-0.013505839,0.09168265,1.0
234,1.2,91.828125,-0.29127064,-0.24691866,-0.011672186,0.38007408,1.0
235,3.8,90.609375,-0.296209,-0.44187292,-0.004070705,0.66905403,1.0
236,4.5,90.640625,-0.30504647,-0.24669462,0.009310376,0.37509218,1.0
237,0.0,90.640625,-0.30998036,-0.051706146,0.016812218,0.08535936,1.0
238,4.9,90.640625,-0.31101447,0.14317083,0.018519407,-0.20197223,1.0
239,2.2,90.640625,-0.30815107,-0.052211016,0.014479961,0.096494675,1.0
240,2.5,90.640625,-0.30919528,0.14270043,0.016409855,-0.1915849,1.0
241,3.0,90.65625,-0.3063413,0.33758384,0.012578157,-0.47904637,1.0
242,1.7,90.65625,-0.2995896,0.1422866,0.0029972296,-0.1824258,1.0
243,2.5,90.65625,-0.29674387,-0.052878115,-0.0006512863,0.111201145,1.0
244,2.9,90.65625,-0.29780143,0.14225316,0.0015727365,-0.18168719,1.0
245,2.2,90.671875,-0.29495636,-0.05289126,-0.0020610073,0.111491464,1.0
246,2.9,90.6875,-0.2960142,0.14226016,0.00016882198,-0.18184099,1.0
247,3.0,90.6875,-0.293169,-0.0528642,-0.0034679978,0.110895194,1.0
248,2.2,90.703125,-0.29422626,0.14230727,-0.0012500939,-0.18287985,1.0
249,2.6,90.703125,-0.29138014,-0.052796766,-0.004907691,0.10940846,1.0
250,2.0,90.703125,-0.29243606,0.14239517,-0.0027195218,-0.18481877,1.0
251,3.5,90.71875,-0.28958815,-0.05268777,-0.006415897,0.107005015,1.0
252,7.0,90.71875,-0.2906419,0.14252554,-0.004275797,-0.18769518,1.0
253,2.9,90.71875,-0.2877914,0.33770838,-0.0080297,-0.48172387,1.0
254,2.0,90.71875,-0.28103724,0.1427007,-0.017664177,-0.19158247,1.0
255,3.0,90.71875,-0.27818322,-0.05216416,-0.021495827,0.095476225,1.0
256,2.2,90.71875,-0.2792265,0.14325918,-0.019586302,-0.20391035,1.0
257,2.2,90.71875,-0.27636132,-0.05157727,-0.02366451,0.08253027,1.0
258,2.4,90.71875,-0.27739286,0.14387578,-0.022013905,-0.21752393,1.0
259,0.0,90.71875,-0.27451536,-0.050924677,-0.026364382,0.06813438,1.0
260,2.6,90.71875,-0.27553385,0.14456514,-0.025001695,-0.23274867,1.0
261,2.0,90.734375,-0.27264255,-0.050190814,-0.02965667,0.05194423,1.0
262,2.5,90.734375,-0.27364635,0.14534356,-0.028617784,-0.24994613,1.0
263,2.0,90.734375,-0.2707395,-0.049358282,-0.033616707,0.03357456,1.0
264,2.7,90.734375,-0.27172667,0.14622921,-0.032945216,-0.26952237,1.0
265,2.7,90.75,-0.26880208,-0.04840748,-0.038335662,0.012590091,1.0
266,2.0,90.75,-0.2697702,0.1472427,-0.038083863,-0.29193747,1.0
267,2.8,90.9375,-0.26682538,-0.04731614,-0.04392261,-0.0115047805,1.0
268,2.3,90.9375,-0.2677717,0.1484073,-0.044152707,-0.31771588,1.0
269,1.5,90.9375,-0.26480353,-0.046058886,-0.050507024,-0.039277572,1.0
270,2.9,90.9375,-0.26572472,-0.24042155,-0.051292576,0.23705189,1.0
271,3.8,90.9375,-0.27053314,-0.044605754,-0.046551537,-0.07135891,1.0
272,3.1,90.984375,-0.27142528,-0.23903048,-0.047978714,0.20628102,1.0
273,2.2,90.984375,-0.27620587,-0.43343467,-0.043853097,0.48345143,1.0
274,2.0,90.984375,-0.28487456,-0.23772213,-0.03418407,0.17727615,1.0
275,3.0,91.0,-0.289629,-0.04212807,-0.030638544,-0.12599167,1.0
276,3.6,91.0,-0.29047158,-0.236798,-0.033158377,0.15686986,1.0
277,1.7,91.0,-0.29520753,-0.041217383,-0.03002098,-0.14608659,1.0
278,2.7,91.0,-0.2960319,-0.23589684,-0.032942712,0.13697617,1.0
279,1.7,91.0,-0.3007498,-0.43053183,-0.03020319,0.41908687,1.0
280,2.5,91.0,-0.30936044,-0.6252131,-0.021821452,0.7020971,1.0
281,4.4,91.0,-0.32186472,-0.42979556,-0.007779509,0.40262568,1.0
282,3.2,91.0,-0.33046064,-0.23456416,0.000273005,0.10750026,1.0
283,2.7,91.0,-0.3351519,-0.42969003,0.0024230103,0.4002693,1.0
284,3.5,91.0,-0.3437457,-0.23460253,0.010428396,0.10835128,1.0
285,1.5,91.0,-0.34843776,-0.03963155,0.012595422,-0.18102337,1.0
286,2.7,91.0,-0.34923038,-0.23493145,0.0089749545,0.11560619,1.0
287,2.5,91.0,-0.353929,-0.03993924,0.011287078,-0.17423175,1.0
288,17.0,91.0,-0.3547278,-0.2352209,0.0078024436,0.12199041,1.0
289,5.7,91.0,-0.35943222,-0.040211592,0.010242252,-0.16822074,1.0
290,2.5,91.0,-0.36023647,-0.23547864,0.006877837,0.12767564,1.0
291,2.7,91.0,-0.36494604,-0.43069845,0.009431349,0.4225205,1.0
292,2.5,91.0,-0.37356,-0.23571137,0.017881759,0.13282566,1.0
293,2.4,91.0,-0.37827423,-0.040850062,0.020538272,-0.15416262,1.0
294,2.7,91.0,-0.37909123,-0.23625997,0.017455019,0.14492826,1.0
295,2.3,91.0,-0.38381642,-0.04139229,0.020353585,-0.14219722,1.0
296,1.8,91.0,-0.38464427,-0.23679973,0.01750964,0.15683678,1.0
297,0.0,91.0,-0.38938028,-0.0419328,0.020646375,-0.13027126,1.0
298,2.5,91.0,-0.3902189,-0.23734432,0.01804095,0.16885316,1.0
299,2.0,91.0,-0.3949658,-0.042485192,0.021418015,-0.118084215,1.0
300,2.5,91.03125,-0.39581552,-0.23790736,0.01905633,0.18127823,1.0
301,2.7,91.03125,-0.40057367,-0.04306321,0.022681894,-0.105332725,1.0
302,3.4,91.03125,-0.40143493,-0.23850274,0.02057524,0.19441907,1.0
303,0.0,91.03125,-0.40620497,-0.04368106,0.02446362,-0.0917029,1.0
304,3.2,91.046875,-0.4070786,-0.23914495,0.022629563,0.2085968,1.0
305,2.2,91.046875,-0.4118615,-0.044353772,0.026801499,-0.07686264,1.0
306,2.2,91.046875,-0.41274858,0.1503739,0.025264246,-0.36097056,1.0
307,3.7,91.046875,-0.4097411,-0.045097873,0.018044835,-0.060429562,1.0
308,2.0,91.046875,-0.41064304,-0.24047384,0.016836243,0.23789157,1.0
309,0.0,91.046875,-0.41545254,-0.04559641,0.021594075,-0.049433522,1.0
310,2.7,91.046875,-0.41636446,0.14920935,0.020605404,-0.33522588,1.0
311,4.5,91.046875,-0.41338027,-0.046199698,0.013900887,-0.036116965,1.0
312,1.8,91.046875,-0.41430426,-0.2415182,0.013178548,0.2609192,1.0
313,3.9,91.046875,-0.41913462,-0.04658683,0.018396933,-0.027578069,1.0
314,2.5,91.046875,-0.42006636,0.14826652,0.01784537,-0.31440026,1.0
315,2.2,91.046875,-0.41710103,-0.047105026,0.011557366,-0.01614333,1.0
316,1.5,91.046875,-0.41804314,0.14784929,0.011234499,-0.30515748,1.0
317,2.9,91.0625,-0.41508615,-0.047430944,0.0051313494,-0.008952743,1.0
318,2.2,91.0625,-0.41603476,0.14761704,0.0049522943,-0.30001226,1.0
319,2.7,91.109375,-0.41308242,-0.047575146,-0.0010479508,-0.0057716006,1.0
320,1.8,91.109375,-0.41403392,0.14756182,-0.0011633829,-0.29878497,1.0
321,0.0,91.109375,-0.41108268,-0.04754353,-0.0071390825,-0.006469194,1.0
322,2.7,91.109375,-0.41203356,-0.24256237,-0.0072684665,0.28395274,1.0
323,0.0,91.109375,-0.4168848,-0.04733751,-0.0015894116,-0.011013724,1.0
324,2.8,91.109375,-0.41783157,0.1478072,-0.0018096861,-0.3041977,1.0
325,5.5,91.109375,-0.41487542,-0.047288913,-0.007893641,-0.012086061,1.0
326,2.0,91.109375,-0.4158212,0.14794534,-0.008135362,-0.30724904,1.0
327,2.5,91.109375,-0.4128623,-0.04705974,-0.0142803425,-0.017142853,1.0
328,2.7,91.109375,-0.4138035,-0.24197401,-0.0146232,0.27100047,1.0
329,0.0,91.15625,-0.41864297,-0.04664648,-0.00920319,-0.026258575,1.0
330,4.8,91.171875,-0.4195759,-0.24163525,-0.009728361,0.2635065,1.0
