step,cpu,ram,position,velocity,reward
40,8.2,318.578125,-0.43537462,-0.042992614,-1.0
41,20.3,316.328125,-0.4800212,-0.0446466,-1.0
42,10.3,316.34375,-0.52399373,-0.0439725,-1.0
43,22.5,316.359375,-0.56796324,-0.043969538,-1.0
44,12.2,316.359375,-0.610601,-0.042637784,-1.0
45,3.8,316.34375,-0.6515937,-0.04099265,-1.0
46,3.7,316.34375,-0.6906498,-0.039056107,-1.0
47,5.5,316.34375,-0.7285048,-0.037855014,-1.0
48,13.6,317.015625,-0.76491797,-0.036413193,-1.0
49,9.9,317.03125,-0.7996753,-0.034757305,-1.0
50,3.2,317.03125,-0.83359075,-0.033915468,-1.0
51,4.0,317.03125,-0.8665022,-0.032911453,-1.0
52,0.0,316.765625,-0.8972721,-0.030769868,-1.0
53,5.4,316.765625,-0.9247906,-0.027518507,-1.0
54,2.7,316.765625,-0.9489758,-0.024185186,-1.0
55,4.0,316.765625,-0.97176874,-0.022792937,-1.0
56,8.4,316.765625,-0.9921254,-0.020356672,-1.0
57,5.5,316.765625,-1.0090162,-0.016890714,-1.0
58,5.2,316.78125,-1.0224233,-0.013407097,-1.0
59,2.5,316.78125,-1.0323372,-0.009913999,-1.0
60,3.2,316.78125,-1.0407537,-0.008416482,-1.0
61,2.2,316.78125,-1.0466707,-0.00591695,-1.0
62,4.3,316.78125,-1.0490876,-0.002416953,-1.0
63,3.0,316.78125,-1.0480046,0.001083007,-1.0
64,2.0,316.796875,-1.0434216,0.0045829997,-1.0
65,9.2,316.796875,-1.0373387,0.0060828393,-1.0
66,3.0,316.796875,-1.029757,0.0075817457,-1.0
67,2.0,316.796875,-1.0206786,0.009078325,-1.0
68,2.0,316.796875,-1.0091083,0.011570417,-1.0
69,6.7,316.796875,-0.9960542,0.013054114,-1.0
70,8.0,316.796875,-0.9795294,0.016524745,-1.0
71,5.2,316.796875,-0.961556,0.017973408,-1.0
72,0.0,316.875,-0.9411647,0.020391349,-1.0
73,9.8,316.875,-0.91839874,0.022765927,-1.0
74,4.0,316.875,-0.8943171,0.02408161,-1.0
75,4.0,316.875,-0.86799383,0.026323248,-1.0
76,0.0,316.875,-0.8405233,0.027470583,-1.0
77,2.5,316.875,-0.81201804,0.028505247,-1.0
78,2.7,316.875,-0.7806096,0.031408403,-1.0
79,2.0,316.875,-0.746459,0.034150593,-1.0
80,0.0,316.875,-0.71175873,0.034700274,-1.0
81,2.8,316.875,-0.67572105,0.036037717,-1.0
82,1.8,316.875,-0.6395816,0.03613944,-1.0
83,4.3,316.875,-0.6025897,0.036991864,-1.0
84,0.0,316.875,-0.564011,0.038578767,-1.0
85,6.6,316.875,-0.52412987,0.039881118,-1.0
86,6.2,316.875,-0.48524475,0.0388851,-1.0
87,16.5,316.890625,-0.44664666,0.03859808,-1.0
88,11.4,316.953125,-0.4096206,0.03702605,-1.0
89,8.6,316.953125,-0.37443283,0.035187777,-1.0
90,0.0,316.953125,-0.33932683,0.035106,-1.0
91,9.0,316.953125,-0.30553356,0.033793285,-1.0
92,10.5,316.96875,-0.27226156,0.033271983,-1.0
93,8.2,316.96875,-0.240701,0.03156056,-1.0
94,12.0,316.984375,-0.21001649,0.030684518,-1.0
95,12.2,316.984375,-0.18235198,0.027664522,-1.0
96,20.2,316.984375,-0.1568226,0.025529372,-1.0
97,9.4,316.984375,-0.13252161,0.024300981,-1.0
98,14.1,317.0,-0.11052565,0.021995965,-1.0
99,8.4,317.0,-0.090893514,0.01963214,-1.0
100,15.3,317.0,-0.074669,0.01622451,-1.0
101,11.2,317.015625,-0.060882036,0.013786971,-1.0
102,13.9,317.015625,-0.050553482,0.010328554,-1.0
103,12.1,317.015625,-0.043696232,0.00685725,-1.0
104,3.2,317.015625,-0.03831753,0.0053786994,-1.0
105,9.5,317.015625,-0.034422334,0.0038951992,-1.0
106,10.6,317.015625,-0.032013815,0.0024085173,-1.0
107,9.2,317.015625,-0.033093777,-0.0010799615,-1.0
108,5.7,317.015625,-0.036661427,-0.0035676507,-1.0
109,12.0,317.015625,-0.042713974,-0.0060525453,-1.0
110,3.2,317.015625,-0.05124602,-0.008532048,-1.0
111,5.5,317.046875,-0.06124858,-0.010002562,-1.0
112,13.0,317.046875,-0.07270906,-0.0114604775,-1.0
113,10.0,317.046875,-0.0876103,-0.0149012385,-1.0
114,2.0,317.046875,-0.10592569,-0.018315384,-1.0
115,3.0,317.046875,-0.1256159,-0.019690216,-1.0
116,0.0,317.046875,-0.14763069,-0.022014787,-1.0
117,3.1,317.046875,-0.17090426,-0.023273578,-1.0
118,2.7,317.046875,-0.19735639,-0.02645212,-1.0
119,2.7,317.046875,-0.22588298,-0.02852659,-1.0
120,6.0,317.09375,-0.2563572,-0.030474212,-1.0
121,2.7,317.09375,-0.2876278,-0.031270605,-1.0
122,1.7,317.09375,-0.320524,-0.032896228,-1.0
123,3.0,317.09375,-0.35385084,-0.03332681,-1.0
124,3.5,317.09375,-0.38939643,-0.0355456,-1.0
125,2.5,317.09375,-0.42592156,-0.036525145,-1.0
126,2.2,317.09375,-0.46316886,-0.037247285,-1.0
127,2.5,317.09375,-0.4998669,-0.036698032,-1.0
128,3.0,317.109375,-0.53574276,-0.035875868,-1.0
129,2.5,317.171875,-0.5725276,-0.03678481,-1.0
130,2.5,317.171875,-0.60794675,-0.035419162,-1.0
131,2.7,317.265625,-0.64374,-0.035793282,-1.0
132,2.7,317.265625,-0.6776516,-0.033911604,-1.0
133,1.8,317.265625,-0.7104485,-0.0327969,-1.0
134,8.1,317.265625,-0.7429163,-0.03246777,-1.0
135,2.5,317.265625,-0.7748553,-0.031939026,-1.0
136,2.7,317.265625,-0.80508333,-0.030228047,-1.0
137,2.0,317.265625,-0.8324424,-0.027359026,-1.0
138,4.2,317.265625,-0.8568026,-0.024360172,-1.0
139,5.4,317.265625,-0.8800596,-0.02325702,-1.0
140,5.0,317.265625,-0.90212435,-0.02206476,-1.0
141,2.7,317.265625,-0.92192215,-0.019797817,-1.0
142,2.0,317.265625,-0.94039446,-0.018472305,-1.0
143,2.7,317.265625,-0.956494,-0.016099539,-1.0
144,6.7,317.265625,-0.9701855,-0.013691524,-1.0
145,7.6,317.265625,-0.98244345,-0.01225795,-1.0
146,7.2,317.265625,-0.9912484,-0.008804974,-1.0
147,5.7,317.28125,-0.9975886,-0.006340108,-1.0
148,8.5,317.28125,-1.0014563,-0.0038677435,-1.0
149,8.3,317.28125,-1.0018475,-0.00039124448,-1.0
150,0.0,317.28125,-0.9997619,0.002085654,-1.0
151,7.1,317.28125,-0.9962015,0.0035603829,-1.0
152,0.0,317.28125,-0.9901703,0.006031183,-1.0
153,6.6,317.28125,-0.9816756,0.008494686,-1.0
154,5.2,317.28125,-0.9707291,0.010946544,-1.0
155,2.7,317.28125,-0.95734805,0.013381048,-1.0
156,3.5,317.28125,-0.9425573,0.014790776,-1.0
157,2.7,317.28125,-0.9263887,0.016168602,-1.0
158,0.0,317.296875,-0.90688246,0.0195062,-1.0
159,4.7,317.296875,-0.8850945,0.021787958,-1.0
160,3.5,317.296875,-0.8610964,0.023998117,-1.0
161,3.0,317.296875,-0.83497787,0.026118504,-1.0
162,0.0,317.296875,-0.8058492,0.029128721,-1.0
163,5.3,317.296875,-0.7748476,0.031001551,-1.0
164,3.7,317.296875,-0.7411351,0.03371249,-1.0
165,3.1,317.296875,-0.7059045,0.035230644,-1.0
166,2.5,317.296875,-0.6683737,0.037530784,-1.0
167,2.2,317.296875,-0.6307909,0.03758278,-1.0
168,3.5,317.296875,-0.593418,0.037372936,-1.0
169,3.5,317.390625,-0.5545252,0.03889276,-1.0
170,2.5,317.40625,-0.51440084,0.040124375,-1.0
171,2.7,317.40625,-0.47334546,0.0410554,-1.0
172,3.5,317.40625,-0.4336655,0.039679926,-1.0
173,3.0,317.40625,-0.39365193,0.040013578,-1.0
174,0.0,317.40625,-0.35458848,0.039063476,-1.0
175,2.4,317.40625,-0.31673893,0.03784952,-1.0
176,2.7,317.40625,-0.2803432,0.03639575,-1.0
177,2.0,317.40625,-0.24461418,0.03572901,-1.0
178,2.5,317.40625,-0.21174169,0.032872494,-1.0
179,3.7,317.40625,-0.18088154,0.03086015,-1.0
180,4.8,317.40625,-0.15316226,0.027719285,-1.0
181,3.0,317.40625,-0.12768367,0.025478585,-1.0
182,0.0,317.40625,-0.10552391,0.022159763,-1.0
183,2.5,317.40625,-0.08673991,0.018783992,-1.0
184,1.4,317.40625,-0.07137176,0.015368159,-1.0
185,2.5,317.421875,-0.05944651,0.011925247,-1.0
186,2.7,317.421875,-0.050981615,0.008464898,-1.0
187,2.5,317.421875,-0.044987533,0.0059940806,-1.0
188,0.0,317.421875,-0.042470716,0.002516815,-1.0
189,2.9,317.421875,-0.042433638,3.7079764e-05,-1.0
190,3.0,317.453125,-0.043876328,-0.0014426907,-1.0
191,3.2,317.453125,-0.04679739,-0.0029210642,-1.0
192,2.5,317.453125,-0.05319386,-0.0063964673,-1.0
193,2.7,317.453125,-0.06205856,-0.008864702,-1.0
194,3.0,317.453125,-0.07238006,-0.0103215,-1.0
195,2.2,317.453125,-0.08414286,-0.011762794,-1.0
196,2.2,317.46875,-0.099326424,-0.015183566,-1.0
197,2.2,317.46875,-0.11689982,-0.017573396,-1.0
198,0.0,317.46875,-0.13582104,-0.018921226,-1.0
199,3.0,317.46875,-0.15703759,-0.021216549,-1.0
