step,cpu,ram,cos(theta),sin(theta),theta_dot,reward
123,11.8,174.0625,0.9971862,0.074964814,-4.069878,-1.6625032349385371
124,12.3,174.0625,0.9938848,-0.11042189,-3.7136545,-1.6660211046841287
125,13.2,174.0625,0.9595291,-0.28160948,-3.496471,-1.3953658866458585
126,11.4,174.0625,0.88427603,-0.46696457,-4.007678,-1.30802465551247
127,11.1,174.09375,0.772041,-0.6355727,-4.0579014,-1.8462034215922367
128,0.0,174.109375,0.59744984,-0.8019063,-4.834581,-2.125033100137159
129,12.0,174.125,0.34619915,-0.938161,-5.7360106,-3.207108714913957
130,10.3,174.125,0.04651832,-0.99891746,-6.1396313,-4.775951610119883
131,13.4,174.203125,-0.3078247,-0.9514431,-7.1888194,-6.09687973718889
132,11.7,174.203125,-0.63886803,-0.7693164,-7.6024017,-8.720246634664429
133,11.9,174.203125,-0.88523334,-0.46514723,-7.8793893,-10.908542798299852
134,11.8,174.203125,-0.9964908,-0.08370286,-8.0,-13.276334302757663
135,12.0,174.203125,-0.9504242,0.31095633,-8.0,-15.754090352141366
136,9.5,174.203125,-0.75430655,0.6565224,-8.0,-14.386848784577323
137,11.1,174.25,-0.44772264,0.8941725,-7.807608,-12.28653393435635
138,9.5,174.25,-0.12206272,0.99252236,-6.836979,-10.241153142469143
139,9.8,174.265625,0.16648267,0.9860444,-5.7925873,-7.545233028735888
140,4.3,174.265625,0.39393985,0.9191362,-4.7530537,-5.329316583190804
141,11.6,174.265625,0.5589336,0.82921237,-3.7637017,-3.6224332503236867
142,11.1,174.265625,0.67072725,0.7417041,-2.8417923,-2.3764365784030277
143,14.4,174.28125,0.76074785,0.64904755,-2.5855143,-1.5098182035514918
144,19.6,174.296875,0.8159676,0.57809764,-1.7987286,-1.1713929453016694
145,11.0,174.3125,0.86121666,0.50823796,-1.6651554,-0.7074856564676331
146,11.5,174.3125,0.8851692,0.4652692,-0.9839769,-0.5655098995512632
147,11.6,174.328125,0.89283854,0.45037693,-0.335025,-0.33501773363617987
148,11.0,174.328125,0.88591874,0.46384048,0.30275768,-0.23348829982709612
149,10.5,174.328125,0.8628792,0.5054102,0.95063806,-0.24580396015231512
150,9.4,174.328125,0.8188785,0.5739669,1.6296957,-0.3751199740874895
151,20.1,132.484375,0.7456073,0.66638553,2.3601708,-0.6433298809351715
152,23.1,132.453125,0.6544445,0.75611,2.5599601,-1.0929929226469297
153,31.0,130.09375,0.5413952,0.8407683,2.8270426,-1.3943861330584255
154,29.5,127.53125,0.40247115,0.9154327,3.1576188,-1.8006200682252431
155,24.8,123.390625,0.23479243,0.97204554,3.5441933,-2.3387367265043495
156,23.2,121.6875,0.008343551,0.9999652,4.5732274,-3.0391298443650183
157,24.6,121.140625,-0.24043737,0.9706647,5.0232015,-4.536699272814691
158,21.3,121.140625,-0.4928624,0.8701073,5.4512,-5.8164463255425725
159,12.4,121.125,-0.7416759,0.6707584,6.4037805,-7.3276746021996315
160,8.0,121.125,-0.91914636,0.39391625,6.606849,-9.895417003946283
161,11.7,121.125,-0.99720573,0.07470448,6.6022863,-11.8585953471006
162,9.0,121.140625,-0.9629282,-0.2697579,6.9583144,-13.768394161492429
163,9.7,121.15625,-0.81041193,-0.58586043,7.0559964,-13.073825725508009
164,9.5,121.15625,-0.5638374,-0.82588583,6.9166007,-11.311209460147372
165,11.4,121.171875,-0.26592714,-0.96399313,6.5971866,-9.49606082554992
166,7.6,121.203125,0.009543877,-0.99995446,5.5741916,-7.741746706670273
167,10.4,121.265625,0.26263815,-0.9648944,5.1242256,-5.548670006587582
168,0.0,121.375,0.4535843,-0.89121336,4.100555,-4.332901056074833
169,9.2,121.375,0.58703405,-0.80956227,3.132145,-2.8954843128223406
170,9.9,121.40625,0.6951575,-0.71885747,2.8249733,-1.8750481210339403
171,10.5,121.4375,0.7820388,-0.62322974,2.5858302,-1.4455038245359457
172,15.5,121.453125,0.85150605,-0.5243448,2.418408,-1.1254002193090515
173,14.9,121.46875,0.9065799,-0.4220342,2.3251493,-0.8935134466906154
174,23.2,121.765625,0.9392846,-0.34313902,1.7086236,-0.7344559441761385
175,16.9,121.765625,0.96569407,-0.25968242,1.7512693,-0.4186193003213802
176,9.9,121.421875,0.9800928,-0.19853991,1.2565075,-0.3797022263043997
177,10.2,121.453125,0.99162817,-0.12912628,1.4076025,-0.20182832092815536
178,8.7,121.453125,0.9988022,-0.048930384,1.610758,-0.21890160681424548
179,9.7,121.453125,0.99899876,0.044738136,1.8740602,-0.26585019732115156
180,8.0,121.453125,0.992181,0.12480745,1.6076137,-0.3572129680240435
181,10.1,121.453125,0.97475064,0.22329618,2.0012193,-0.27810064357939024
182,9.2,121.453125,0.93984187,0.3416099,2.4686913,-0.45520053359595714
183,11.5,121.453125,0.87764287,0.47931516,3.0248988,-0.7349861257291008
184,8.3,121.453125,0.7935998,0.6084401,3.0843852,-1.1688755581341825
185,9.0,121.484375,0.68504614,0.72849965,3.2407153,-1.3831815279316748
186,8.3,121.5,0.54828537,0.8362913,3.48709,-1.7202905398472392
187,11.6,121.546875,0.35189715,0.9360387,4.4143085,-2.201037788834406
188,8.9,121.5625,0.11850115,0.9929539,4.8163376,-3.419615467306777
189,10.0,121.578125,-0.14377242,0.9896108,5.261053,-4.43206138985306
190,0.0,121.65625,-0.44344217,0.896303,6.3032613,-5.713328542821845
191,8.9,121.671875,-0.7126089,0.70156157,6.6754885,-8.09895103283309
192,10.6,121.6875,-0.9200832,0.39172298,7.5016594,-10.048739640640644
193,9.9,121.6875,-0.99961555,0.027727356,7.495452,-13.134098889004228
194,10.6,121.703125,-0.9348069,-0.35515648,7.816247,-15.318314588300318
195,9.2,121.71875,-0.7481177,-0.66356605,7.24988,-13.833496561686788
196,9.2,121.71875,-0.499144,-0.86651903,6.452205,-11.09721495645958
197,9.2,121.71875,-0.21578413,-0.9764411,6.102316,-8.54944798108797
198,0.0,121.71875,0.06595653,-0.9978225,5.6699853,-6.925811296191503
199,10.3,121.703125,0.2927345,-0.95619375,4.6216183,-5.483271831227581
200,9.3,121.609375,0.48582694,-0.874055,4.204473,-3.76227522392861
201,8.7,121.609375,0.64403075,-0.7649996,3.8489318,-2.9027645970322946
202,12.4,121.609375,0.75029933,-0.6610983,2.975182,-2.244139503799557
203,12.5,121.609375,0.83464205,-0.5507927,2.7793584,-1.410861559671726
204,15.2,120.859375,0.88699466,-0.46177962,2.0662637,-1.1167381479259446
205,9.1,120.859375,0.91751736,-0.39769575,1.419929,-0.6613450994898407
206,0.0,120.859375,0.94344586,-0.33152658,1.4216572,-0.3729041781170557
207,9.3,120.859375,0.95701396,-0.29004186,0.8730123,-0.32030167355333905
208,8.5,120.859375,0.96977323,-0.2440079,0.95548093,-0.16681022940641949
209,9.2,120.859375,0.9752665,-0.22103228,0.472475,-0.15605492299440418
210,8.7,120.875,0.9815218,-0.19135037,0.6067008,-0.07599554314080577
211,9.9,120.875,0.9830504,-0.18333545,0.16318801,-0.07787937067754541
212,9.2,120.84375,0.9859054,-0.16730355,0.3256864,-0.04065840996346272
213,9.7,120.84375,0.989781,-0.14259587,0.50020874,-0.04286276789090267
214,7.9,120.875,0.9941282,-0.10820822,0.69326186,-0.04949379448248949
215,9.4,120.65625,0.9980278,-0.06277392,0.9121057,-0.06381620376819724
216,9.5,120.65625,0.9994027,-0.034557078,0.5650252,-0.0911394289437758
217,8.9,120.671875,0.9999727,0.0073913457,0.83910745,-0.0371200193541555
218,8.7,120.6875,0.9979126,0.06457899,1.1446509,-0.07446476121222018
219,8.5,120.6875,0.99031645,0.13882837,1.4930851,-0.1391988339557386
220,10.6,120.6875,0.97271454,0.23200512,1.8972064,-0.24632875863097833
221,9.0,120.6875,0.9384438,0.34543198,2.3712103,-0.4187600890768159
222,0.0,120.6875,0.8779595,0.47873497,2.9302843,-0.690660449081464
223,9.1,121.421875,0.7968819,0.6041351,2.9893355,-1.11187048115138
224,9.6,121.421875,0.670583,0.74183446,3.742437,-1.3183984744099717
225,8.0,121.421875,0.48385453,0.8751484,4.5988126,-2.1031481227326996
226,0.0,121.4375,0.22534303,0.97427946,5.555174,-3.2547149195073852
227,9.2,121.4375,-0.07193688,0.99740916,5.9858837,-4.894991350350223
228,9.0,121.4375,-0.38360438,0.92349756,6.4339404,-6.285857000832067
229,9.2,121.671875,-0.69255453,0.7213655,7.4265637,-8.002789541940272
230,9.7,121.671875,-0.9187979,0.39472824,8.0,-10.975442696056389
231,8.3,121.671875,-0.9999834,0.0057720123,8.0,-13.888714406123386
232,8.7,121.671875,-0.92329335,-0.3840955,8.0,-16.237370893541854
233,8.0,121.671875,-0.721504,-0.6924103,7.411928,-13.952012783302864
234,9.4,121.671875,-0.45853052,-0.88867867,6.592621,-11.14669569514023
235,8.2,121.671875,-0.16428718,-0.9864125,6.226112,-8.541035627778996
236,0.0,121.671875,0.1239601,-0.9922872,5.786302,-6.893558206448619
237,8.9,121.6875,0.3535693,-0.93540835,4.742087,-5.4445395035617725
238,8.9,121.703125,0.5213316,-0.85335416,3.7405305,-3.715416655400073
239,8.2,121.703125,0.6582084,-0.7528358,3.400515,-2.448429387049883
240,0.0,121.703125,0.7481243,-0.6635586,2.5358882,-1.8868676498881556
241,8.6,121.703125,0.82041806,-0.5717642,2.3382192,-1.1735181725459756
242,9.0,121.703125,0.86372334,-0.50396633,1.609396,-0.9211872491962935
243,8.2,121.703125,0.89974403,-0.43641803,1.5314213,-0.5419946976471409
244,8.7,121.703125,0.91854656,-0.39531276,0.90410775,-0.4424800473732723
245,7.9,121.703125,0.92451805,-0.38113824,0.30762318,-0.25090880203265986
246,9.0,149.59375,0.9191266,-0.3939624,-0.2782305,-0.1663654397541472
247,8.7,149.59375,0.90104485,-0.43372592,-0.8737023,-0.17571655676179226
248,8.7,149.59375,0.86603796,-0.4999782,-1.4989967,-0.28159888120437415
249,8.4,149.59375,0.82405025,-0.5665167,-1.5739805,-0.502828472477404
250,8.4,149.625,0.7730151,-0.6343876,-1.6988679,-0.6144737828770039
251,9.4,149.640625,0.7102458,-0.70395374,-1.8746587,-0.7648811313531643
252,9.0,149.640625,0.63245314,-0.7745986,-2.102624,-0.9653158224564939
253,8.5,149.640625,0.5103034,-0.8599945,-2.983573,-1.2312408431149775
254,8.1,149.640625,0.33264703,-0.9430514,-3.9285688,-1.9659315765952234
255,10.4,149.65625,0.092185125,-0.9957419,-4.9358573,-3.064418778160435
256,13.0,149.65625,-0.17589709,-0.98440856,-5.3826637,-4.626172254121959
257,10.4,149.671875,-0.4509822,-0.89253294,-5.82097,-5.955459205447252
258,0.0,149.671875,-0.72248095,-0.6913908,-6.79037,-7.54851140400425
259,10.3,149.671875,-0.91593426,-0.40132838,-7.008913,-10.270653926281607
260,10.2,149.671875,-0.99947286,-0.032465518,-7.609909,-12.36188578542406
261,12.0,149.671875,-0.9343942,0.35624084,-7.9342585,-15.461707967228614
262,12.7,149.671875,-0.743441,0.66880155,-7.367078,-14.012923954328683
263,9.7,149.671875,-0.48811346,0.8727802,-6.5654764,-11.234650343089404
264,10.0,149.671875,-0.22737609,0.97380704,-5.6108913,-8.643957486006665
265,9.9,149.671875,-0.00035552855,0.99999994,-4.5805364,-6.392853519941715
266,0.0,149.671875,0.20471378,0.9788219,-4.130536,-4.5706493318059485
267,10.9,149.671875,0.381106,0.92453134,-3.6964197,-3.572334470472749
268,12.5,149.671875,0.5279147,0.8492974,-3.3030214,-2.762289556511337
269,16.4,149.609375,0.6244645,0.7810532,-2.3660483,-2.124515662866279
270,27.1,148.34375,0.7021828,0.7119967,-2.0802584,-1.3672627860728213
271,58.0,138.09375,0.745158,0.666888,-1.2462609,-1.0645464491762815
272,36.5,140.0625,0.75984615,0.6501029,-0.44609487,-0.6922525478067761
273,33.8,111.171875,0.748636,0.6629812,0.3414823,-0.5247674750238245
274,34.8,110.65625,0.7096959,0.7045082,1.1387182,-0.5409873326610017
275,24.5,110.25,0.63708574,0.77079296,1.9670993,-0.7447695436306283
276,43.6,113.171875,0.5213667,0.85333276,2.845194,-1.1654973450078976
277,31.4,112.734375,0.37944105,0.9252159,3.1851935,-1.8587013264059455
278,21.5,112.75,0.2086915,0.9779815,3.5791056,-2.4147344232204806
279,25.4,109.484375,0.009607073,0.99995387,4.012592,-3.1361218652215164
280,22.2,109.5,-0.24112087,0.9704951,5.062557,-4.0514006337783615
281,16.0,109.5,-0.49518004,0.8687904,5.4904284,-5.858694451233445
282,16.7,110.5,-0.72438586,0.6893948,5.842021,-7.381726180443744
283,10.9,110.53125,-0.9099222,0.41477895,6.659067,-9.085793767984692
284,12.2,110.53125,-0.9955672,0.09405306,6.6701517,-11.803531827733588
285,13.0,110.53125,-0.9669424,-0.25499475,7.0406914,-13.739741121242629
286,13.1,110.53125,-0.83353835,-0.5524616,6.549445,-13.277149533834741
287,12.4,110.546875,-0.61605674,-0.7877018,6.435099,-10.828081001167137
288,9.0,110.59375,-0.34900647,-0.9371203,6.144323,-9.138143655361437
289,11.3,110.59375,-0.06938079,-0.99759024,5.7414823,-7.493782476604328
290,10.1,110.59375,0.19399013,-0.98100346,5.2932897,-5.990826031095722
291,11.0,110.609375,0.424224,-0.9055573,4.8575373,-4.698080101398467
292,10.3,110.609375,0.6147139,-0.7887501,4.478369,-3.646556870111391
293,11.5,110.609375,0.76520747,-0.64378375,4.1868067,-2.8354475879140266
294,12.6,110.640625,0.86319387,-0.50487256,3.4039688,-2.2461411216398974
295,10.5,110.734375,0.9237763,-0.38293242,2.7253144,-1.4427893089706225
296,9.1,110.734375,0.96739465,-0.25327376,2.738115,-0.9011581526304095
297,8.7,110.734375,0.9935482,-0.11341035,2.8481598,-0.8192955672851102
298,8.5,110.734375,0.9999549,0.00950007,2.4631019,-0.828118787155757
299,9.5,110.765625,0.99304473,0.11773783,2.170227,-0.6107773569696413
300,8.9,110.765625,0.96990937,0.24346629,2.5585303,-0.4889152358840608
301,8.7,110.78125,0.93305063,0.359745,2.4411302,-0.7190932867738362
302,8.8,110.78125,0.86854297,0.4956139,3.010939,-0.7353316022800547
303,9.0,110.78125,0.76311684,0.64626056,3.6826491,-1.1794605516286554
304,9.7,110.78125,0.60100275,0.79924697,4.4673448,-1.8539412601304917
305,15.8,110.796875,0.3953199,0.9185435,4.76678,-2.8572691496670966
306,8.2,110.796875,0.1480851,0.98897463,5.1556873,-3.6320003042240976
307,9.7,110.796875,-0.16054143,0.9870291,6.1974187,-4.6846634565026815
308,0.0,110.796875,-0.49958852,0.86626285,7.2376904,-6.844746554240474
309,10.1,110.90625,-0.7974901,0.603332,8.0,-9.62691712430655
310,11.7,110.90625,-0.9694856,0.24514827,8.0,-12.623637065658011
311,31.5,110.6875,-0.9884206,-0.15173896,8.0,-14.778773081577961
312,18.6,110.6875,-0.8619783,-0.5069452,7.586196,-15.33970695773473
313,10.8,110.703125,-0.6395093,-0.76878333,6.905987,-12.57090434597704
314,8.8,110.71875,-0.3545099,-0.9350523,6.6293993,-9.901932966392055
315,9.5,110.71875,-0.080895856,-0.9967226,5.62811,-8.136102417337467
316,15.3,110.75,0.14750387,-0.9890615,4.5805683,-5.899941806644402
317,9.7,110.75,0.3475741,-0.9376525,4.138772,-4.126384552208066
318,9.9,110.75,0.4897119,-0.8718843,3.1355329,-3.195146331357657
319,21.7,110.5625,0.58171886,-0.81338996,2.1816194,-2.1087159757920664
320,0.0,110.5625,0.6551787,-0.7554739,1.871577,-1.3823628629768008
321,13.0,110.546875,0.6922973,-0.72161245,1.0049716,-1.0876619688135294
322,9.2,110.546875,0.7193428,-0.69465524,0.7637623,-0.754840134976962
323,9.4,110.546875,0.73792756,-0.6748799,0.54277086,-0.6520658929259628
324,8.5,110.546875,0.7491811,-0.6623652,0.3366109,-0.5822475596423557
325,9.7,110.578125,0.7337444,-0.67942566,-0.46016297,-0.5394652946437517
326,0.0,110.578125,0.6891607,-0.72460854,-1.2697322,-0.5831534577463318
327,9.1,110.578125,0.6088981,-0.7932485,-2.1131885,-0.8220773954856386
328,8.6,110.578125,0.50920814,-0.8606434,-2.408125,-1.2898427103121923
329,11.8,110.578125,0.38626984,-0.9223858,-2.7536075,-1.6583048333364288
330,12.6,110.59375,0.20778918,-0.9781736,-3.7453969,-2.1410097474079866
331,9.9,110.59375,-0.029632749,-0.99956083,-4.779027,-3.260433156926475
332,8.3,110.59375,-0.31558394,-0.94889766,-5.8286977,-4.849297090293945
333,9.0,110.609375,-0.59163916,-0.8062029,-6.2403708,-6.98053736786367
334,10.8,110.609375,-0.8362134,-0.54840416,-7.1450233,-8.755340214494554
335,11.6,110.609375,-0.9764101,-0.21592428,-7.256326,-11.66856342902304
336,31.3,110.5,-0.9904552,0.13783492,-7.1182694,-13.818935932427628
337,8.9,110.515625,-0.87564826,0.48294938,-7.3148932,-14.090892123255921
338,9.2,110.515625,-0.6699508,0.74240553,-6.6526814,-12.311556915277658
339,10.4,110.53125,-0.42986983,0.90289086,-5.795877,-9.742559610331602
340,9.2,110.53125,-0.20201328,0.97938275,-4.818709,-7.424028246571135
341,8.7,110.546875,0.015794776,0.99987525,-4.384172,-5.473814898318942
342,8.7,110.546875,0.18149719,0.98339146,-3.3342655,-4.34412407371701
343,8.6,110.546875,0.32152995,0.9468994,-2.8967218,-3.043075114669047
344,10.1,110.546875,0.4092867,0.91240585,-1.8865473,-2.3892714439337954
345,8.2,110.546875,0.47660103,0.8791197,-1.5022429,-1.680392413003117
346,9.9,110.5625,0.50028634,0.86586,-0.5429031,-1.3831751985727778
347,10.0,110.796875,0.50864035,0.8609791,-0.1935081,-1.129404616657113
348,10.8,110.796875,0.47590572,0.8794963,0.75222623,-1.083510666463649
349,10.2,110.8125,0.42630234,0.9045807,1.1118485,-1.215785425036418
350,11.1,110.828125,0.35777766,0.9338068,1.490284,-1.4054139884706696
351,10.1,110.828125,0.26803708,0.9634086,1.8906391,-1.6779012810353175
352,10.2,110.828125,0.12536448,0.9921107,2.9131956,-2.0499994314665617
353,9.5,110.828125,-0.0721061,0.99739695,3.9572785,-2.940988081749921
354,10.2,110.828125,-0.28828475,0.95754474,4.4053264,-4.269339561290863
355,10.1,110.828125,-0.5342407,0.8453324,5.423485,-5.416321143710398
356,12.4,110.8125,-0.75225866,0.6588679,5.757484,-7.50110614210249
