step,cpu,ram,position,velocity,reward
46,0.0,391.03125,-0.521844,-0.025594683,-0.008592962342754617
47,11.8,391.03125,-0.54831564,-0.026471635,-0.03316161396224402
48,10.7,391.03125,-0.5750192,-0.026703529,-0.0077321285610597815
49,11.2,391.03125,-0.6028386,-0.027819404,-0.1
50,10.9,391.03125,-0.62856925,-0.025730688,-0.1
51,11.9,391.03125,-0.6550256,-0.026456358,-0.1
52,11.0,391.03125,-0.679475,-0.024449397,-0.04868328987345763
53,11.0,391.03125,-0.70129746,-0.02182247,-0.1
54,16.5,382.765625,-0.72080535,-0.019507874,-0.04844991112915978
55,12.2,382.765625,-0.7383744,-0.017569043,-0.01318006167835506
56,11.4,382.765625,-0.75501347,-0.016639031,-0.0145231666712764
57,11.8,382.765625,-0.771553,-0.01653952,-0.1
58,9.9,382.703125,-0.7878997,-0.016346682,-0.1
59,15.6,382.703125,-0.8039654,-0.016065698,-0.1
60,10.3,382.703125,-0.8179014,-0.01393598,-0.0031512305336050873
61,16.3,382.703125,-0.8290801,-0.011178754,-0.030305383259496922
62,8.7,382.703125,-0.8389704,-0.00989029,-0.02147649224697581
63,11.2,382.703125,-0.84533286,-0.0063624163,-0.1
64,11.3,382.75,-0.84976494,-0.004432093,-0.0006954070616771446
65,12.7,382.765625,-0.85355073,-0.0037857944,-0.09061156627243605
66,0.0,382.765625,-0.8567467,-0.0031959272,-0.1
67,10.9,382.765625,-0.85933965,-0.0025930016,-0.1
68,9.9,382.765625,-0.8613193,-0.001979623,-0.1
69,11.2,382.78125,-0.8615496,-0.00023028886,-0.0061483733603381555
70,9.5,382.78125,-0.8603361,0.0012134883,-0.020455071492137124
71,11.2,382.78125,-0.856367,0.0039691124,-0.018105748284506264
72,10.6,382.78125,-0.85089463,0.0054723443,-0.0159016161693458
73,12.2,382.78125,-0.8418434,0.009051213,-0.1
74,12.0,382.78125,-0.8292518,0.012591613,-0.1
75,11.2,382.78125,-0.8154113,0.013840521,-0.024041478086803993
76,7.7,382.78125,-0.79977757,0.01563379,-0.0007088640436464289
77,11.1,382.78125,-0.7808014,0.018976146,-0.1
78,10.8,382.78125,-0.76143426,0.01936718,-0.08126258185633653
79,11.2,382.78125,-0.7389309,0.022503404,-0.1
80,11.2,382.78125,-0.7144077,0.024523193,-0.011778801842956455
81,10.7,382.78125,-0.6900303,0.024377378,-0.1
82,10.6,382.78125,-0.6639454,0.026084883,-0.011582183445631245
83,16.8,382.78125,-0.63833874,0.025606656,-0.1
84,11.1,382.796875,-0.61038846,0.027950313,-0.1
85,11.6,382.796875,-0.58262116,0.027767273,-0.030369920494550586
86,11.2,382.796875,-0.5553941,0.027227016,-0.04273798695641382
87,11.3,382.796875,-0.52780825,0.02758584,-0.0006477027102747002
88,10.9,382.796875,-0.49983853,0.02796973,-0.005516854456608655
89,10.7,382.796875,-0.47111538,0.028723158,-0.038562403748473174
90,11.2,382.796875,-0.44161338,0.029502012,-0.060929031647560805
91,11.9,382.796875,-0.41422006,0.027393302,-0.1
92,10.8,382.796875,-0.38889983,0.025320223,-0.07138914841607545
93,13.1,382.796875,-0.36606258,0.022837251,-0.1
94,11.6,382.796875,-0.34586334,0.020199224,-0.1
95,10.2,382.796875,-0.32777494,0.018088415,-0.03136494717080183
96,11.8,382.796875,-0.3120844,0.015690537,-0.045538381014199915
97,9.8,382.796875,-0.29844362,0.013640799,-0.014324419073182071
98,11.0,382.796875,-0.28755927,0.010884336,-0.06328844211022898
99,10.7,382.796875,-0.27953026,0.008029024,-0.06716326616150958
100,10.8,382.796875,-0.2746725,0.0048577455,-0.1
101,10.4,382.796875,-0.272388,0.0022844994,-0.03403169755832245
102,11.4,382.796875,-0.27193078,0.00045722674,-0.0006036533428016356
103,10.7,382.796875,-0.27300003,-0.0010692348,-0.0015503138420186247
104,0.0,382.796875,-0.27727664,-0.0042766146,-0.1
105,13.2,382.796875,-0.2818596,-0.0045829713,-0.08432795476437605
106,11.6,382.796875,-0.2875102,-0.005650583,-0.015504371884981084
107,11.9,382.796875,-0.29527846,-0.007768268,-0.010731785623880797
108,11.3,382.796875,-0.30612832,-0.010849875,-0.1
109,10.1,382.796875,-0.31999597,-0.013867636,-0.1
110,17.4,382.796875,-0.33613193,-0.016135953,-0.030950130630516527
111,10.3,382.796875,-0.35221526,-0.016083319,-0.0853382637543291
112,11.9,382.796875,-0.36903995,-0.016824702,-0.01058876392679764
113,10.7,382.796875,-0.38548276,-0.0164428,-0.1
114,12.0,382.796875,-0.40292853,-0.01744578,-5.450889162261774e-07
115,10.2,382.796875,-0.4227597,-0.01983117,-0.1
116,12.4,382.796875,-0.4418357,-0.01907598,-0.1
117,10.9,382.796875,-0.46179235,-0.019956658,-0.0033266081089866617
118,12.1,382.796875,-0.48101878,-0.019226437,-0.06305598580763815
119,11.0,382.796875,-0.50095487,-0.01993607,-0.006799954378317353
120,11.4,382.796875,-0.52256066,-0.02160577,-0.1
121,10.6,382.796875,-0.5426742,-0.020113556,-0.1
122,11.8,382.796875,-0.5619519,-0.019277677,-0.021337682561762963
123,11.4,382.796875,-0.5808003,-0.018848423,-0.0008992215753679035
124,22.0,382.796875,-0.6002519,-0.019451648,-0.04716330052202125
125,17.8,382.796875,-0.6206337,-0.020381803,-0.1
126,12.1,382.796875,-0.63894963,-0.018315917,-0.08080313404191344
127,11.0,381.96875,-0.6565037,-0.017554075,-0.0003296681696870252
128,12.1,381.96875,-0.6745872,-0.018083489,-0.1
129,10.7,381.96875,-0.6930766,-0.018489404,-0.1
130,14.1,381.9375,-0.71051323,-0.017436614,-0.001198796377686051
131,12.0,381.9375,-0.7281051,-0.017591873,-0.09798343801721253
132,0.0,381.9375,-0.7427576,-0.014652503,-0.1
133,11.6,381.9375,-0.7543823,-0.011624699,-0.1
134,11.8,381.9375,-0.7630241,-0.0086417645,-0.08550877675571088
135,10.8,381.9375,-0.76852065,-0.0054965457,-0.1
136,16.8,381.9375,-0.77122056,-0.002699933,-0.05580882253784836
137,11.4,381.9375,-0.7737295,-0.0025089302,-0.1
138,10.7,381.9375,-0.77348834,0.00024113477,-0.04855774130469968
139,10.2,381.9375,-0.77046835,0.003019986,-0.05139556816104687
140,11.4,381.9375,-0.7659676,0.0045007663,-0.0018871988097316718
141,11.0,381.9375,-0.7609011,0.0050665285,-0.05338877585940658
142,11.5,381.9375,-0.75270134,0.008199725,-0.1
143,12.7,381.9375,-0.74441546,0.008285872,-0.1
144,15.0,381.9375,-0.7348859,0.009529567,-0.0038397839674960466
145,16.2,381.9375,-0.7246711,0.010214745,-0.02812346122523515
146,11.3,381.9375,-0.7143494,0.010321745,-0.07641519396778484
147,10.5,381.9375,-0.7041738,0.010175561,-0.1
148,12.6,381.9375,-0.6912092,0.012964598,-0.1
149,10.8,381.953125,-0.6785398,0.012669369,-0.1
150,10.8,381.953125,-0.66335064,0.015189164,-0.08700334344884056
151,10.3,381.953125,-0.64806384,0.015286809,-0.037622480586052026
152,10.9,381.953125,-0.6318797,0.01618416,-9.468413787772079e-06
153,11.2,381.953125,-0.6163976,0.01548206,-0.1
154,11.2,381.953125,-0.6007639,0.01563369,-0.01274043986495741
155,11.3,381.953125,-0.58605665,0.014707273,-0.1
156,10.5,381.953125,-0.5696444,0.016412266,-0.06826007414179146
157,10.7,381.953125,-0.5525195,0.017124921,-0.006032269040760241
158,10.3,381.953125,-0.5363892,0.01613033,-0.06520278608670403
159,11.2,381.953125,-0.52118176,0.015207388,-0.046135433024119266
160,11.3,381.953125,-0.5074925,0.013689261,-0.1
161,10.8,381.953125,-0.49373642,0.01375608,-0.0015636446187272668
162,11.0,381.953125,-0.4799564,0.013780022,-0.0027249304375857267
163,14.3,381.953125,-0.46576414,0.014192248,-0.02424636793023325
164,16.2,381.96875,-0.45318285,0.012581291,-0.0618183899955799
165,12.2,381.96875,-0.44262576,0.01055709,-0.1
166,9.8,381.96875,-0.43417,0.008455748,-0.1
167,12.1,381.96875,-0.4277499,0.0064201127,-0.08377573080942967
168,10.2,381.96875,-0.42053878,0.0072111115,-0.1
169,13.6,381.96875,-0.41558838,0.0049504177,-0.1
170,12.4,381.96875,-0.41293395,0.0026544414,-0.1
171,11.3,381.96875,-0.4110531,0.001880851,-7.556159872024182e-05
172,10.7,381.96875,-0.40850037,0.002552705,-0.1
173,11.7,381.96875,-0.40633413,0.0021662414,-0.00939311171625832
174,9.9,381.96875,-0.4057676,0.0005665481,-0.024221966874171132
175,12.9,381.96875,-0.40629545,-0.000527845,-0.0023296817955781534
176,11.2,381.96875,-0.40845302,-0.0021575838,-0.026215110502861096
177,33.8,380.28125,-0.41001782,-0.0015647943,-0.09207168010564147
178,11.5,380.28125,-0.41248512,-0.0024672935,-0.00019969521999883
179,11.4,380.28125,-0.41468439,-0.002199253,-0.052421963937412386
180,11.4,380.28125,-0.4179124,-0.003227994,-0.0022768869163328985
181,12.6,380.28125,-0.4204198,-0.0025074282,-0.1
182,0.0,380.28125,-0.42268807,-0.0022682564,-0.04450808788542418
183,11.9,380.3125,-0.42720166,-0.0045135794,-0.1
184,10.2,380.3125,-0.43197823,-0.004776559,-0.008998552380603542
185,13.8,380.3125,-0.43834955,-0.0063713156,-0.037309465905523
186,11.5,380.3125,-0.44469112,-0.0063415803,-0.019486778797967477
187,16.9,380.3125,-0.45246238,-0.0077712513,-0.03161251499011577
188,9.3,380.3125,-0.4596859,-0.0072235116,-0.05157365399759897
189,11.1,380.3125,-0.4675898,-0.007903901,-0.0018491438483181355
190,9.7,380.3125,-0.47548026,-0.007890459,-0.008276556109991872
191,11.6,380.3125,-0.48223037,-0.006750096,-0.1
192,10.5,380.3125,-0.49078992,-0.008559563,-0.1
193,16.2,380.3125,-0.4990792,-0.008289269,-0.011831933887384594
194,11.9,380.3125,-0.5060522,-0.0069730002,-0.1
195,11.9,380.3125,-0.5146567,-0.008604539,-0.1
196,10.2,380.3125,-0.5227198,-0.008063097,-0.01645651885919506
197,12.2,380.3125,-0.5322895,-0.009569689,-0.1
198,10.0,380.3125,-0.54141116,-0.009121672,-0.006514184054049111
199,11.3,380.3125,-0.5517108,-0.01029965,-0.07644672005881148
200,9.9,380.3125,-0.5627754,-0.011064563,-0.04229365605728539
201,12.0,380.3125,-0.57503176,-0.012256381,-0.09800561169768117
202,10.4,380.3125,-0.58543396,-0.01040218,-0.09603773734471731
203,11.1,380.3125,-0.59572107,-0.010287088,-0.005321226729444107
204,10.2,380.3125,-0.6039714,-0.008250382,-0.1
205,11.2,380.3125,-0.6113993,-0.007427896,-0.0022603107527757516
206,11.0,380.3125,-0.6170506,-0.0056512966,-0.05631836344446697
207,11.1,380.3125,-0.6235101,-0.0064595537,-0.1
208,10.2,380.3125,-0.6305545,-0.0070443614,-0.07778924037098137
209,11.9,380.3125,-0.6375507,-0.0069962065,-0.024358772189799895
210,10.2,380.3125,-0.6437699,-0.0062192366,-0.00016603072238332575
211,11.4,380.3125,-0.64864045,-0.0048705176,-0.009685888404442268
212,11.5,380.3125,-0.654095,-0.0054545454,-0.1
213,11.0,380.3125,-0.66009563,-0.0060006334,-0.1
214,10.2,380.3125,-0.6666009,-0.0065052784,-0.1
215,10.3,380.3125,-0.6729257,-0.006324837,-0.03283113245920646
216,10.5,380.3125,-0.6796677,-0.006741971,-0.1
217,10.1,380.3125,-0.6844888,-0.00482107,-0.027926546306480306
218,10.5,380.3125,-0.68873894,-0.004250159,-0.01544246445969435
219,10.3,380.3125,-0.6921193,-0.003380368,-0.004514577836909339
220,10.7,380.3125,-0.6927889,-0.0006696209,-0.1
221,11.4,380.3125,-0.69123137,0.0015575304,-0.04551866608636033
222,17.7,380.3125,-0.68996894,0.0012624467,-0.1
223,13.2,380.3125,-0.6865031,0.003465825,-0.04504794051813974
224,10.9,380.3125,-0.680511,0.005992096,-0.08130579811936656
225,10.6,380.3125,-0.67262787,0.007883129,-0.025480675419026967
226,12.0,380.3125,-0.66515225,0.0074755973,-0.09845713498000351
227,10.2,380.3125,-0.6581466,0.007005626,-0.1
228,11.1,380.3125,-0.6489758,0.009170807,-0.062225960558185994
229,9.7,380.3125,-0.6396358,0.00933998,-0.024942651534715667
230,11.3,380.328125,-0.6284037,0.011232079,-0.0480057137177937
231,11.2,380.328125,-0.6148985,0.013505229,-0.1
232,13.5,380.328125,-0.60174316,0.013155334,-0.046795949978397644
233,10.9,380.328125,-0.58702296,0.014720195,-0.043045145662610196
234,0.0,380.328125,-0.57032996,0.01669301,-0.1
235,10.3,380.328125,-0.552723,0.017606946,-0.01416754298166012
236,11.4,380.328125,-0.5363979,0.0163251,-0.1
237,10.0,380.328125,-0.5184768,0.01792107,-0.1
238,10.9,380.328125,-0.5018209,0.01665585,-0.06689136134810703
239,10.6,380.328125,-0.4860887,0.015732223,-0.025698684140849082
240,10.8,380.328125,-0.4699568,0.016131911,-0.020576587412597293
241,10.5,380.328125,-0.453923,0.016033785,-0.004065744365119884
242,12.2,380.328125,-0.43990797,0.014015014,-0.1
243,10.2,380.328125,-0.42572415,0.014183817,-0.027731484543382125
244,11.7,380.328125,-0.41162586,0.01409828,-0.018091994395240365
245,9.9,380.34375,-0.39985168,0.011774188,-0.1
246,13.3,380.34375,-0.38908073,0.010770943,-0.0004122831946094863
247,9.7,380.34375,-0.37911448,0.009966262,-0.0013930619335852158
248,9.0,380.34375,-0.37166175,0.0074527287,-0.09519462160206196
249,10.9,380.34375,-0.366158,0.005503739,-0.031998829593223733
250,10.6,380.34375,-0.36207482,0.0040831934,-0.0035634584020044716
251,11.3,380.34375,-0.3579732,0.004101625,-0.062200122043668676
252,11.9,380.34375,-0.3547782,0.003195002,-0.003612090785351541
253,9.9,380.34375,-0.35220867,0.0025695208,-0.015326403312633375
254,11.5,380.34375,-0.35135993,0.0008487525,-0.010725050167394912
255,10.4,380.34375,-0.35024625,0.0011136825,-0.1
256,0.0,380.34375,-0.3488749,0.0013713572,-0.1
257,11.3,380.34375,-0.34792843,0.0009464557,-0.030348238465762734
258,11.3,380.34375,-0.34707665,0.0008517696,-0.0600825829601547
259,11.7,380.34375,-0.34792015,-0.0008434876,-0.008308203165245586
260,0.0,380.34375,-0.35151273,-0.0035925752,-0.09889020606820509
261,11.2,380.34375,-0.35483938,-0.0033266486,-0.1
262,0.0,380.359375,-0.36087835,-0.006038963,-0.1
263,10.7,380.359375,-0.36753523,-0.0066568726,-0.013670132754873521
264,12.2,380.359375,-0.37500918,-0.007473941,-0.004301825608513355
265,10.4,380.359375,-0.382061,-0.00705182,-0.1
266,11.2,380.359375,-0.3900126,-0.007951578,-0.0007529932502293946
267,10.4,380.359375,-0.39743945,-0.0074268705,-0.1
268,11.3,380.359375,-0.4048073,-0.007367852,-0.04292737680936085
269,10.4,380.359375,-0.41224596,-0.0074386448,-0.028544384744192543
270,11.4,380.359375,-0.41954842,-0.007302465,-0.04060914446818629
271,10.6,380.359375,-0.42797217,-0.008423747,-0.0055543706338440305
272,11.9,380.359375,-0.43637705,-0.0084048705,-0.023443578787032494
273,10.0,380.359375,-0.44692865,-0.010551594,-0.1
274,0.0,380.359375,-0.45802265,-0.011093992,-3.3786552739911714e-05
275,11.1,380.359375,-0.46892646,-0.010903792,-0.02048189226894124
276,10.7,380.359375,-0.48173845,-0.012811999,-0.1
277,11.1,380.359375,-0.49430045,-0.012562014,-0.014093165407780363
278,11.0,380.359375,-0.50858194,-0.0142814685,-0.1
279,11.0,380.359375,-0.521476,-0.012894057,-0.1
280,9.4,380.359375,-0.5340782,-0.01260222,-0.004209528149209519
281,13.8,380.359375,-0.5466061,-0.012527915,-8.131653444820586e-07
282,0.0,380.359375,-0.55933565,-0.012729504,-0.006216963195134895
283,15.2,380.359375,-0.5732976,-0.01396199,-0.1
284,11.5,380.359375,-0.58838826,-0.0150906285,-0.1
285,13.1,380.359375,-0.6028434,-0.014455134,-0.0010353405429341933
286,11.7,380.359375,-0.6168409,-0.013997468,-0.0007637138089680918
287,12.7,380.359375,-0.6316481,-0.014807236,-0.1
288,0.0,380.359375,-0.64554137,-0.01389327,-0.00061583815153341
289,11.1,380.359375,-0.6600403,-0.014498964,-0.1
290,17.9,380.359375,-0.6750443,-0.015003989,-0.1
291,24.6,380.359375,-0.68976235,-0.014718044,-0.02924790544830245
292,24.0,379.21875,-0.70478517,-0.015022793,-0.1
293,25.7,379.21875,-0.7186087,-0.013823504,-0.0003899994019093356
294,23.5,379.21875,-0.73245347,-0.013844786,-0.08734061831596343
295,24.7,379.234375,-0.7450107,-0.012557214,-0.0014135693673779316
296,24.5,379.234375,-0.75727063,-0.012259931,-0.06876395118181336
297,27.9,379.234375,-0.768656,-0.011385406,-0.024203782642166518
298,24.7,378.171875,-0.7798646,-0.01120862,-0.1
299,25.2,378.171875,-0.789825,-0.009960418,-0.010670066616399155
300,24.3,378.171875,-0.79649436,-0.0066693304,-0.1
301,32.1,311.75,-0.8019757,-0.005481349,-0.01807051693923292
302,25.0,294.65625,-0.8052038,-0.00322807,-0.0071046394667973805
303,25.7,274.3125,-0.80506223,0.00014155089,-0.1
304,33.1,195.46875,-0.8034019,0.0016603325,-0.005448621093586681
305,25.9,195.46875,-0.80138093,0.0020209544,-0.1
306,28.5,180.671875,-0.7990095,0.0023714185,-0.1
307,13.8,173.734375,-0.79481566,0.0041938275,-1.144820775067501e-05
308,11.4,173.734375,-0.79030484,0.004510826,-0.1
309,12.2,170.671875,-0.7844206,0.0058842255,-0.007847336729982146
310,12.9,163.6875,-0.7754054,0.009015197,-0.08322258039452778
311,11.9,163.75,-0.7661762,0.009229183,-0.1
312,10.0,163.75,-0.7567841,0.009392128,-0.1
313,12.9,163.75,-0.7449386,0.011845471,-0.031633007984873986
314,10.0,163.78125,-0.73257387,0.012364717,-0.046373606981308414
315,12.0,163.796875,-0.7202425,0.012331361,-0.1
316,10.7,163.8125,-0.7080204,0.012222121,-0.1
317,13.3,163.8125,-0.6941375,0.013882858,-0.005353592552188502
318,10.4,163.8125,-0.67859405,0.015543455,-0.008473117402536446
319,11.7,163.84375,-0.66342956,0.015164481,-0.1
320,10.4,163.921875,-0.6457468,0.017682722,-0.1
321,11.1,163.984375,-0.62713414,0.01861271,-5.2117667388529304e-05
322,10.8,163.984375,-0.6072621,0.019872075,-0.010902099019864409
323,12.2,164.03125,-0.5852691,0.021992981,-0.1
324,10.1,164.03125,-0.5643162,0.020952875,-0.1
325,10.7,164.046875,-0.54155874,0.022757497,-0.1
326,10.2,164.0625,-0.5184339,0.023124829,-0.002406573265852785
327,11.7,164.0625,-0.49637422,0.022059713,-0.04682048288325156
328,9.8,164.0625,-0.47435337,0.022020854,-0.001211453673876406
329,13.4,164.0625,-0.45371762,0.020635754,-0.04597757034885639
330,0.0,164.21875,-0.43510213,0.018615477,-0.1
331,11.2,164.21875,-0.4171964,0.017905734,-0.00012857858565418212
332,10.7,164.234375,-0.4015752,0.0156212,-0.1
333,11.3,164.234375,-0.3853489,0.016226327,-0.1
334,11.4,164.234375,-0.36862996,0.016718924,-0.1
335,10.8,164.25,-0.35453188,0.014098076,-0.1
336,9.6,164.25,-0.3415163,0.013015591,-0.0007725851648729076
337,12.1,164.25,-0.32888636,0.012629915,-0.03705041251060379
338,9.8,164.25,-0.31913516,0.009751216,-0.1
339,17.7,164.25,-0.30967674,0.009458434,-0.05840292920861998
340,10.9,164.25,-0.30321482,0.0064619062,-0.1
341,16.0,164.453125,-0.29812634,0.005088492,-0.0011613903104773728
342,9.9,164.453125,-0.29583803,0.002288325,-0.06780521827221407
343,12.1,164.453125,-0.2957486,8.942361e-05,-0.017114595113057265
344,10.3,164.453125,-0.29873803,-0.0029894512,-0.1
345,11.6,164.453125,-0.30178893,-0.0030508789,-0.1
346,10.4,164.453125,-0.30554435,-0.0037554116,-0.031282389691136815
347,10.9,164.453125,-0.309954,-0.004409638,-0.03340935880547846
348,11.4,164.453125,-0.3173585,-0.007404499,-0.1
349,10.7,164.453125,-0.32638285,-0.009024364,-0.0012826457433575912
350,11.1,164.453125,-0.33830154,-0.011918687,-0.1
351,11.0,164.453125,-0.35126105,-0.012959525,-0.003445109285991066
352,11.1,164.453125,-0.36643088,-0.015169841,-0.04221546068657176
353,11.2,164.453125,-0.38423628,-0.017805407,-0.1
354,10.7,164.828125,-0.4027592,-0.018522913,-0.00393435549654555
355,11.1,164.84375,-0.42366868,-0.020909488,-0.1
356,10.8,164.859375,-0.44603035,-0.022361673,-0.022650281707905506
357,10.9,164.859375,-0.46898285,-0.022952493,-9.078810650464675e-06
358,10.9,164.859375,-0.49253693,-0.023554094,-0.001669469917864319
359,11.3,164.859375,-0.51782364,-0.025286721,-0.1
360,13.8,161.140625,-0.5442031,-0.026379453,-0.0489458731958937
361,11.3,161.140625,-0.57089984,-0.026696766,-0.009890873415669433
362,11.0,161.140625,-0.5977469,-0.026847046,-0.011282829527955585
363,10.8,161.15625,-0.6255277,-0.0277808,-0.09804819597377445
364,11.4,161.15625,-0.6540559,-0.028528191,-0.1
365,11.1,161.15625,-0.68286383,-0.028807916,-0.06760849806090939
366,6.5,161.15625,-0.7120222,-0.02915836,-0.1
367,10.6,161.15625,-0.7413414,-0.02931925,-0.1
368,11.7,161.15625,-0.7700524,-0.028710933,-0.036890789733980967
369,11.2,161.171875,-0.7975878,-0.027535437,-0.011516650327899926
370,16.2,161.1875,-0.82428074,-0.026692938,-0.04344717349758618
371,10.4,161.1875,-0.8488987,-0.024617974,-0.0005722576293592851
372,12.0,161.1875,-0.87294614,-0.024047457,-0.1
373,11.2,161.1875,-0.8933275,-0.020381339,-0.1
374,11.7,161.1875,-0.9129705,-0.019642998,-0.1
375,11.2,161.1875,-0.9318134,-0.018842964,-0.1
376,0.0,161.1875,-0.94796205,-0.016148617,-0.005217657650524643
377,12.4,161.1875,-0.9618018,-0.013839773,-0.0002929329701274242
378,11.2,161.1875,-0.9717232,-0.009921365,-0.1
379,10.6,161.1875,-0.9777084,-0.005985176,-0.1
380,12.5,161.1875,-0.9827477,-0.005039303,-0.1
381,10.7,161.1875,-0.9865634,-0.0038157164,-0.06722126114766525
382,0.0,161.34375,-0.9885315,-0.0019681025,-0.016599618802871776
383,11.2,161.34375,-0.9894155,-0.0008840384,-0.08431114098093531
384,0.0,161.34375,-0.9868256,0.0025899387,-0.045467528532350344
385,10.9,161.34375,-0.98327655,0.003549047,-0.1
386,12.0,161.34375,-0.9757738,0.007502744,-0.09993632853588821
387,10.8,161.34375,-0.96520865,0.010565166,-0.0170620294856235
388,16.8,161.34375,-0.9519286,0.0132800555,-0.003741210067806833
389,10.6,161.34375,-0.9373814,0.014547211,-0.056894915486765646
390,11.4,161.34375,-0.9205867,0.016794695,-0.0006195670657703546
391,11.2,161.34375,-0.9018887,0.018697958,-0.007786068202344509
392,11.7,161.34375,-0.8804496,0.02143916,-0.01002789455023958
393,10.1,161.34375,-0.85664076,0.023808815,-0.0013765619031858023
394,11.4,161.34375,-0.83222944,0.024411311,-0.1
395,10.4,161.34375,-0.8054458,0.026783615,-0.006230399502727835
396,13.4,161.34375,-0.7779382,0.02750758,-0.05845719298621397
397,10.1,161.34375,-0.7488231,0.029115058,-0.000643059907874033
398,12.1,161.34375,-0.7191939,0.029629245,-0.04894117786591323
399,10.2,161.34375,-0.6896432,0.029550662,-0.09510161975072187
400,18.5,161.34375,-0.65992105,0.029722175,-0.04650829186699071
401,11.4,161.359375,-0.6307047,0.029216329,-0.1
402,12.6,161.359375,-0.5991988,0.03150587,-0.1
403,10.5,161.359375,-0.56827676,0.03092205,-0.0583668584291047
404,11.5,161.390625,-0.53852063,0.029756133,-0.1
405,14.6,161.390625,-0.50804543,0.030475184,-0.016384986462276176
406,16.0,161.40625,-0.47898522,0.029060207,-0.07492277432141102
407,15.3,161.40625,-0.4487586,0.030226603,-0.1
408,14.5,161.40625,-0.42058858,0.028170006,-0.1
409,10.8,161.40625,-0.39280793,0.027780663,-0.006117245814039052
410,10.9,161.421875,-0.3671113,0.025696635,-0.056557854869085135
411,11.2,161.421875,-0.34304714,0.024064148,-0.01117656836176053
412,10.9,161.421875,-0.3215298,0.021517344,-0.07032684206200344
413,11.2,161.421875,-0.30097127,0.02055855,-0.009634431745530492
414,11.2,161.421875,-0.2823825,0.018588772,-0.007894771211170238
415,10.0,161.421875,-0.26627755,0.016104942,-0.030508820095889178
416,0.0,161.421875,-0.25334057,0.012936984,-0.09013589033634731
417,11.4,161.421875,-0.24204597,0.011294596,-0.0012793779038474896
418,0.0,161.421875,-0.23276499,0.009280987,-0.0009247810666934697
419,12.0,161.4375,-0.22548728,0.007277714,-0.00034750611565961267
420,10.3,161.515625,-0.21868455,0.0068027284,-0.09662834539836354
421,10.9,161.515625,-0.21299805,0.005686507,-0.03323851680361258
